Driver,LapTime,Sector1Time,Sector2Time,Sector3Time
ALO,96.957,0 days 00:00:30.866000,0 days 00:00:42.192000,0 days 00:00:23.899000
ALO,97.056,0 days 00:00:31.023000,0 days 00:00:42,0 days 00:00:24.033000
ALO,97.202,0 days 00:00:31.106000,0 days 00:00:42.136000,0 days 00:00:23.960000
ALO,97.601,0 days 00:00:31.211000,0 days 00:00:42.330000,0 days 00:00:24.060000
ALO,97.273,0 days 00:00:31.078000,0 days 00:00:42.219000,0 days 00:00:23.976000
ALO,98.343,0 days 00:00:31.245000,0 days 00:00:42.631000,0 days 00:00:24.467000
ALO,96.799,0 days 00:00:30.500000,0 days 00:00:42.284000,0 days 00:00:24.015000
ALO,97.297,0 days 00:00:30.952000,0 days 00:00:42.212000,0 days 00:00:24.133000
ALO,97.946,0 days 00:00:31.253000,0 days 00:00:42.438000,0 days 00:00:24.255000
ALO,98.061,0 days 00:00:31.525000,0 days 00:00:42.360000,0 days 00:00:24.176000
ALO,100.261,0 days 00:00:31.046000,0 days 00:00:42.415000,0 days 00:00:26.800000
ALO,116.899,0 days 00:00:52.077000,0 days 00:00:41.387000,0 days 00:00:23.435000
ALO,95.107,0 days 00:00:30.517000,0 days 00:00:41.055000,0 days 00:00:23.535000
ALO,94.981,0 days 00:00:30.334000,0 days 00:00:41.382000,0 days 00:00:23.265000
ALO,94.872,0 days 00:00:30.536000,0 days 00:00:41.011000,0 days 00:00:23.325000
ALO,95.126,0 days 00:00:30.468000,0 days 00:00:41.232000,0 days 00:00:23.426000
ALO,95.225,0 days 00:00:30.596000,0 days 00:00:41.183000,0 days 00:00:23.446000
ALO,94.199,0 days 00:00:30.046000,0 days 00:00:40.806000,0 days 00:00:23.347000
ALO,94.571,0 days 00:00:30.400000,0 days 00:00:40.783000,0 days 00:00:23.388000
ALO,94.677,0 days 00:00:30.453000,0 days 00:00:40.794000,0 days 00:00:23.430000
ALO,94.916,0 days 00:00:30.543000,0 days 00:00:40.924000,0 days 00:00:23.449000
ALO,94.862,0 days 00:00:30.447000,0 days 00:00:40.963000,0 days 00:00:23.452000
ALO,95.249,0 days 00:00:30.498000,0 days 00:00:41.106000,0 days 00:00:23.645000
ALO,95.745,0 days 00:00:30.701000,0 days 00:00:41.444000,0 days 00:00:23.600000
ALO,95.066,0 days 00:00:30.478000,0 days 00:00:41.126000,0 days 00:00:23.462000
ALO,95.014,0 days 00:00:30.405000,0 days 00:00:41.122000,0 days 00:00:23.487000
ALO,95.276,0 days 00:00:30.590000,0 days 00:00:41.134000,0 days 00:00:23.552000
STR,97.987,0 days 00:00:31.319000,0 days 00:00:42.653000,0 days 00:00:24.015000
STR,98.279,0 days 00:00:31.279000,0 days 00:00:42.790000,0 days 00:00:24.210000
STR,98.364,0 days 00:00:30.944000,0 days 00:00:43.227000,0 days 00:00:24.193000
STR,98.725,0 days 00:00:30.987000,0 days 00:00:43.577000,0 days 00:00:24.161000
STR,98.925,0 days 00:00:31.554000,0 days 00:00:43.188000,0 days 00:00:24.183000
STR,98.769,0 days 00:00:31.302000,0 days 00:00:43.186000,0 days 00:00:24.281000
STR,98.857,0 days 00:00:30.963000,0 days 00:00:43.370000,0 days 00:00:24.524000
STR,102.112,0 days 00:00:31.431000,0 days 00:00:43.451000,0 days 00:00:27.230000
STR,117.815,0 days 00:00:51.912000,0 days 00:00:42.220000,0 days 00:00:23.683000
STR,96.494,0 days 00:00:30.684000,0 days 00:00:42.077000,0 days 00:00:23.733000
STR,97.175,0 days 00:00:30.961000,0 days 00:00:42.338000,0 days 00:00:23.876000
STR,97.289,0 days 00:00:30.988000,0 days 00:00:42.395000,0 days 00:00:23.906000
STR,97.624,0 days 00:00:31.039000,0 days 00:00:42.588000,0 days 00:00:23.997000
STR,97.533,0 days 00:00:30.928000,0 days 00:00:42.631000,0 days 00:00:23.974000
STR,98.027,0 days 00:00:31.238000,0 days 00:00:42.753000,0 days 00:00:24.036000
STR,98.777,0 days 00:00:31.663000,0 days 00:00:42.958000,0 days 00:00:24.156000
STR,97.417,0 days 00:00:30.775000,0 days 00:00:42.503000,0 days 00:00:24.139000
STR,97.554,0 days 00:00:30.774000,0 days 00:00:42.598000,0 days 00:00:24.182000
STR,97.859,0 days 00:00:31.219000,0 days 00:00:42.499000,0 days 00:00:24.141000
STR,98.022,0 days 00:00:31.191000,0 days 00:00:42.686000,0 days 00:00:24.145000
STR,98.175,0 days 00:00:31.109000,0 days 00:00:42.935000,0 days 00:00:24.131000
STR,97.826,0 days 00:00:31.057000,0 days 00:00:42.668000,0 days 00:00:24.101000
STR,98.138,0 days 00:00:31.071000,0 days 00:00:42.831000,0 days 00:00:24.236000
STR,97.994,0 days 00:00:31.105000,0 days 00:00:42.770000,0 days 00:00:24.119000
STR,98.133,0 days 00:00:31.156000,0 days 00:00:42.759000,0 days 00:00:24.218000
STR,100.71,0 days 00:00:31.196000,0 days 00:00:42.791000,0 days 00:00:26.723000
STR,116.64,0 days 00:00:51.640000,0 days 00:00:41.554000,0 days 00:00:23.446000
STR,95.854,0 days 00:00:30.749000,0 days 00:00:41.609000,0 days 00:00:23.496000
STR,95.632,0 days 00:00:30.429000,0 days 00:00:41.682000,0 days 00:00:23.521000
STR,96.202,0 days 00:00:30.622000,0 days 00:00:41.790000,0 days 00:00:23.790000
STR,95.821,0 days 00:00:30.248000,0 days 00:00:41.800000,0 days 00:00:23.773000
STR,96.349,0 days 00:00:30.607000,0 days 00:00:42.088000,0 days 00:00:23.654000
STR,96.332,0 days 00:00:30.969000,0 days 00:00:41.709000,0 days 00:00:23.654000
STR,96.242,0 days 00:00:30.837000,0 days 00:00:41.766000,0 days 00:00:23.639000
STR,96.086,0 days 00:00:30.694000,0 days 00:00:41.748000,0 days 00:00:23.644000
STR,95.987,0 days 00:00:30.676000,0 days 00:00:41.775000,0 days 00:00:23.536000
STR,96.364,0 days 00:00:30.776000,0 days 00:00:41.926000,0 days 00:00:23.662000
STR,96.353,0 days 00:00:30.792000,0 days 00:00:41.959000,0 days 00:00:23.602000
STR,96.485,0 days 00:00:30.896000,0 days 00:00:41.927000,0 days 00:00:23.662000
STR,96.322,0 days 00:00:30.877000,0 days 00:00:41.749000,0 days 00:00:23.696000
STR,96.343,0 days 00:00:30.774000,0 days 00:00:41.917000,0 days 00:00:23.652000
STR,96.304,0 days 00:00:30.843000,0 days 00:00:41.859000,0 days 00:00:23.602000
STR,96.564,0 days 00:00:30.788000,0 days 00:00:42.023000,0 days 00:00:23.753000
STR,96.243,0 days 00:00:30.712000,0 days 00:00:41.834000,0 days 00:00:23.697000
STR,96.379,0 days 00:00:30.808000,0 days 00:00:41.882000,0 days 00:00:23.689000
STR,96.298,0 days 00:00:30.835000,0 days 00:00:41.744000,0 days 00:00:23.719000
STR,97.325,0 days 00:00:31.346000,0 days 00:00:42.156000,0 days 00:00:23.823000
STR,96.871,0 days 00:00:30.920000,0 days 00:00:42.119000,0 days 00:00:23.832000
STR,96.541,0 days 00:00:30.808000,0 days 00:00:41.978000,0 days 00:00:23.755000
STR,96.763,0 days 00:00:30.882000,0 days 00:00:42.075000,0 days 00:00:23.806000
STR,96.934,0 days 00:00:31.144000,0 days 00:00:42.016000,0 days 00:00:23.774000
STR,96.64,0 days 00:00:30.894000,0 days 00:00:42.017000,0 days 00:00:23.729000
STR,96.693,0 days 00:00:30.938000,0 days 00:00:41.971000,0 days 00:00:23.784000
STR,96.68,0 days 00:00:30.920000,0 days 00:00:41.999000,0 days 00:00:23.761000
STR,96.582,0 days 00:00:30.870000,0 days 00:00:41.951000,0 days 00:00:23.761000
STR,97.335,0 days 00:00:30.994000,0 days 00:00:42.237000,0 days 00:00:24.104000
ZHO,98.92,0 days 00:00:31.452000,0 days 00:00:43.135000,0 days 00:00:24.333000
ZHO,98.582,0 days 00:00:31.044000,0 days 00:00:43.084000,0 days 00:00:24.454000
ZHO,98.428,0 days 00:00:30.977000,0 days 00:00:43.004000,0 days 00:00:24.447000
ZHO,98.798,0 days 00:00:31.116000,0 days 00:00:43.178000,0 days 00:00:24.504000
ZHO,98.488,0 days 00:00:30.860000,0 days 00:00:43.064000,0 days 00:00:24.564000
ZHO,99.517,0 days 00:00:31.488000,0 days 00:00:43.470000,0 days 00:00:24.559000
ZHO,99.646,0 days 00:00:31.786000,0 days 00:00:43.138000,0 days 00:00:24.722000
ZHO,101.849,0 days 00:00:31.330000,0 days 00:00:43.094000,0 days 00:00:27.425000
ZHO,119.328,0 days 00:00:53.287000,0 days 00:00:42.225000,0 days 00:00:23.816000
ZHO,96.365,0 days 00:00:30.815000,0 days 00:00:41.738000,0 days 00:00:23.812000
ZHO,96.995,0 days 00:00:31.006000,0 days 00:00:42.207000,0 days 00:00:23.782000
ZHO,97.436,0 days 00:00:30.982000,0 days 00:00:42.435000,0 days 00:00:24.019000
ZHO,97.482,0 days 00:00:31.086000,0 days 00:00:42.431000,0 days 00:00:23.965000
ZHO,97.5,0 days 00:00:31.030000,0 days 00:00:42.429000,0 days 00:00:24.041000
ZHO,97.659,0 days 00:00:31.166000,0 days 00:00:42.398000,0 days 00:00:24.095000
ZHO,98.475,0 days 00:00:31.431000,0 days 00:00:42.856000,0 days 00:00:24.188000
ZHO,97.552,0 days 00:00:30.919000,0 days 00:00:42.585000,0 days 00:00:24.048000
ZHO,97.652,0 days 00:00:30.887000,0 days 00:00:42.658000,0 days 00:00:24.107000
ZHO,97.749,0 days 00:00:31.239000,0 days 00:00:42.477000,0 days 00:00:24.033000
ZHO,97.947,0 days 00:00:31.220000,0 days 00:00:42.705000,0 days 00:00:24.022000
ZHO,97.852,0 days 00:00:31.171000,0 days 00:00:42.584000,0 days 00:00:24.097000
ZHO,97.788,0 days 00:00:31.092000,0 days 00:00:42.647000,0 days 00:00:24.049000
ZHO,97.894,0 days 00:00:31.140000,0 days 00:00:42.602000,0 days 00:00:24.152000
ZHO,97.883,0 days 00:00:31.246000,0 days 00:00:42.532000,0 days 00:00:24.105000
ZHO,97.995,0 days 00:00:31.266000,0 days 00:00:42.658000,0 days 00:00:24.071000
ZHO,98.053,0 days 00:00:31.367000,0 days 00:00:42.594000,0 days 00:00:24.092000
ZHO,100.675,0 days 00:00:31.279000,0 days 00:00:42.580000,0 days 00:00:26.816000
ZHO,117.076,0 days 00:00:52.137000,0 days 00:00:41.430000,0 days 00:00:23.509000
ZHO,95.458,0 days 00:00:30.674000,0 days 00:00:41.190000,0 days 00:00:23.594000
ZHO,96.297,0 days 00:00:30.846000,0 days 00:00:41.644000,0 days 00:00:23.807000
ZHO,96.048,0 days 00:00:30.646000,0 days 00:00:41.735000,0 days 00:00:23.667000
ZHO,97.971,0 days 00:00:31.535000,0 days 00:00:42.387000,0 days 00:00:24.049000
ZHO,96.518,0 days 00:00:30.678000,0 days 00:00:41.938000,0 days 00:00:23.902000
ZHO,96.546,0 days 00:00:30.612000,0 days 00:00:41.954000,0 days 00:00:23.980000
ZHO,96.931,0 days 00:00:31.090000,0 days 00:00:41.967000,0 days 00:00:23.874000
ZHO,96.805,0 days 00:00:30.874000,0 days 00:00:42.130000,0 days 00:00:23.801000
ZHO,96.857,0 days 00:00:30.915000,0 days 00:00:42.149000,0 days 00:00:23.793000
ZHO,96.637,0 days 00:00:30.904000,0 days 00:00:42.006000,0 days 00:00:23.727000
ZHO,96.683,0 days 00:00:30.839000,0 days 00:00:42.094000,0 days 00:00:23.750000
ZHO,96.695,0 days 00:00:30.827000,0 days 00:00:42.096000,0 days 00:00:23.772000
ZHO,96.652,0 days 00:00:31.038000,0 days 00:00:41.860000,0 days 00:00:23.754000
ZHO,96.771,0 days 00:00:30.877000,0 days 00:00:42.071000,0 days 00:00:23.823000
ZHO,97.417,0 days 00:00:31.361000,0 days 00:00:42.115000,0 days 00:00:23.941000
ZHO,96.68,0 days 00:00:30.867000,0 days 00:00:41.919000,0 days 00:00:23.894000
ZHO,96.741,0 days 00:00:30.966000,0 days 00:00:41.922000,0 days 00:00:23.853000
ZHO,96.561,0 days 00:00:30.934000,0 days 00:00:41.792000,0 days 00:00:23.835000
ZHO,96.654,0 days 00:00:30.980000,0 days 00:00:41.820000,0 days 00:00:23.854000
ZHO,96.72,0 days 00:00:30.900000,0 days 00:00:41.995000,0 days 00:00:23.825000
ZHO,96.792,0 days 00:00:31.035000,0 days 00:00:41.870000,0 days 00:00:23.887000
ZHO,97.042,0 days 00:00:31.065000,0 days 00:00:42.026000,0 days 00:00:23.951000
ZHO,97.394,0 days 00:00:31.205000,0 days 00:00:42.190000,0 days 00:00:23.999000
ZHO,97.141,0 days 00:00:31.110000,0 days 00:00:42.136000,0 days 00:00:23.895000
ZHO,98.389,0 days 00:00:31.253000,0 days 00:00:43.116000,0 days 00:00:24.020000
ZHO,97.383,0 days 00:00:31.123000,0 days 00:00:42.185000,0 days 00:00:24.075000
ZHO,97.333,0 days 00:00:31.220000,0 days 00:00:42.156000,0 days 00:00:23.957000
MAG,98.911,0 days 00:00:31.591000,0 days 00:00:43.075000,0 days 00:00:24.245000
MAG,98.399,0 days 00:00:30.969000,0 days 00:00:43.118000,0 days 00:00:24.312000
MAG,98.497,0 days 00:00:30.993000,0 days 00:00:42.992000,0 days 00:00:24.512000
MAG,98.576,0 days 00:00:31.066000,0 days 00:00:43.108000,0 days 00:00:24.402000
MAG,98.529,0 days 00:00:30.952000,0 days 00:00:43.041000,0 days 00:00:24.536000
MAG,100.058,0 days 00:00:32.132000,0 days 00:00:43.112000,0 days 00:00:24.814000
MAG,99.172,0 days 00:00:31.557000,0 days 00:00:43.072000,0 days 00:00:24.543000
MAG,98.861,0 days 00:00:31.383000,0 days 00:00:42.932000,0 days 00:00:24.546000
MAG,98.747,0 days 00:00:31.307000,0 days 00:00:42.925000,0 days 00:00:24.515000
MAG,101.088,0 days 00:00:31.311000,0 days 00:00:42.714000,0 days 00:00:27.063000
MAG,119.682,0 days 00:00:53.306000,0 days 00:00:42.365000,0 days 00:00:24.011000
MAG,96.89,0 days 00:00:30.905000,0 days 00:00:41.951000,0 days 00:00:24.034000
MAG,97.59,0 days 00:00:30.826000,0 days 00:00:42.424000,0 days 00:00:24.340000
MAG,98.332,0 days 00:00:31.154000,0 days 00:00:42.886000,0 days 00:00:24.292000
MAG,97.749,0 days 00:00:30.774000,0 days 00:00:42.696000,0 days 00:00:24.279000
MAG,98.282,0 days 00:00:30.953000,0 days 00:00:42.957000,0 days 00:00:24.372000
MAG,97.583,0 days 00:00:30.690000,0 days 00:00:42.526000,0 days 00:00:24.367000
MAG,97.792,0 days 00:00:30.820000,0 days 00:00:42.677000,0 days 00:00:24.295000
MAG,98.062,0 days 00:00:31.168000,0 days 00:00:42.636000,0 days 00:00:24.258000
MAG,98.01,0 days 00:00:31.041000,0 days 00:00:42.738000,0 days 00:00:24.231000
MAG,98.147,0 days 00:00:31.214000,0 days 00:00:42.628000,0 days 00:00:24.305000
MAG,98.293,0 days 00:00:31.284000,0 days 00:00:42.627000,0 days 00:00:24.382000
MAG,98.156,0 days 00:00:31.155000,0 days 00:00:42.693000,0 days 00:00:24.308000
MAG,98.29,0 days 00:00:31.368000,0 days 00:00:42.696000,0 days 00:00:24.226000
MAG,98.093,0 days 00:00:31.173000,0 days 00:00:42.528000,0 days 00:00:24.392000
MAG,98.226,0 days 00:00:31.201000,0 days 00:00:42.670000,0 days 00:00:24.355000
MAG,97.936,0 days 00:00:31.209000,0 days 00:00:42.495000,0 days 00:00:24.232000
MAG,97.965,0 days 00:00:31.197000,0 days 00:00:42.504000,0 days 00:00:24.264000
MAG,98.04,0 days 00:00:31.138000,0 days 00:00:42.655000,0 days 00:00:24.247000
MAG,98.0,0 days 00:00:31.181000,0 days 00:00:42.628000,0 days 00:00:24.191000
MAG,100.565,0 days 00:00:31.273000,0 days 00:00:42.416000,0 days 00:00:26.876000
MAG,116.655,0 days 00:00:51.473000,0 days 00:00:41.575000,0 days 00:00:23.607000
MAG,95.57,0 days 00:00:30.532000,0 days 00:00:41.409000,0 days 00:00:23.629000
MAG,95.698,0 days 00:00:30.538000,0 days 00:00:41.440000,0 days 00:00:23.720000
MAG,95.851,0 days 00:00:30.227000,0 days 00:00:41.898000,0 days 00:00:23.726000
MAG,95.741,0 days 00:00:30.546000,0 days 00:00:41.491000,0 days 00:00:23.704000
MAG,96.042,0 days 00:00:30.724000,0 days 00:00:41.576000,0 days 00:00:23.742000
MAG,95.876,0 days 00:00:30.654000,0 days 00:00:41.474000,0 days 00:00:23.748000
MAG,96.071,0 days 00:00:30.623000,0 days 00:00:41.738000,0 days 00:00:23.710000
MAG,96.34,0 days 00:00:30.645000,0 days 00:00:41.845000,0 days 00:00:23.850000
MAG,96.31,0 days 00:00:30.720000,0 days 00:00:41.743000,0 days 00:00:23.847000
MAG,96.232,0 days 00:00:30.709000,0 days 00:00:41.740000,0 days 00:00:23.783000
MAG,96.249,0 days 00:00:30.647000,0 days 00:00:41.679000,0 days 00:00:23.923000
MAG,96.349,0 days 00:00:30.692000,0 days 00:00:41.776000,0 days 00:00:23.881000
MAG,96.446,0 days 00:00:30.713000,0 days 00:00:41.779000,0 days 00:00:23.954000
MAG,96.454,0 days 00:00:30.753000,0 days 00:00:41.740000,0 days 00:00:23.961000
MAG,96.679,0 days 00:00:30.865000,0 days 00:00:41.817000,0 days 00:00:23.997000
MAG,96.842,0 days 00:00:30.909000,0 days 00:00:41.991000,0 days 00:00:23.942000
MAG,97.035,0 days 00:00:30.969000,0 days 00:00:42.041000,0 days 00:00:24.025000
MAG,96.929,0 days 00:00:30.980000,0 days 00:00:42.050000,0 days 00:00:23.899000
MAG,96.93,0 days 00:00:30.910000,0 days 00:00:41.964000,0 days 00:00:24.056000
MAG,97.958,0 days 00:00:30.951000,0 days 00:00:43.013000,0 days 00:00:23.994000
MAG,96.89,0 days 00:00:30.682000,0 days 00:00:42.093000,0 days 00:00:24.115000
MAG,97.457,0 days 00:00:31.014000,0 days 00:00:42.356000,0 days 00:00:24.087000
MAG,97.584,0 days 00:00:31.040000,0 days 00:00:42.465000,0 days 00:00:24.079000
RIC,99.509,0 days 00:00:31.662000,0 days 00:00:43.353000,0 days 00:00:24.494000
RIC,98.76,0 days 00:00:30.965000,0 days 00:00:43.320000,0 days 00:00:24.475000
RIC,98.61,0 days 00:00:30.922000,0 days 00:00:43.207000,0 days 00:00:24.481000
RIC,98.704,0 days 00:00:30.980000,0 days 00:00:43.200000,0 days 00:00:24.524000
RIC,98.689,0 days 00:00:31.046000,0 days 00:00:43.099000,0 days 00:00:24.544000
RIC,99.193,0 days 00:00:31.372000,0 days 00:00:43.289000,0 days 00:00:24.532000
RIC,99.529,0 days 00:00:31.254000,0 days 00:00:43.578000,0 days 00:00:24.697000
RIC,99.338,0 days 00:00:31.173000,0 days 00:00:43.519000,0 days 00:00:24.646000
RIC,98.782,0 days 00:00:31.211000,0 days 00:00:43.104000,0 days 00:00:24.467000
RIC,99.033,0 days 00:00:31.472000,0 days 00:00:43.080000,0 days 00:00:24.481000
RIC,98.893,0 days 00:00:31.451000,0 days 00:00:42.949000,0 days 00:00:24.493000
RIC,102.173,0 days 00:00:31.460000,0 days 00:00:42.967000,0 days 00:00:27.746000
RIC,119.408,0 days 00:00:52.992000,0 days 00:00:42.487000,0 days 00:00:23.929000
RIC,97.07,0 days 00:00:31.083000,0 days 00:00:42.053000,0 days 00:00:23.934000
RIC,97.176,0 days 00:00:30.966000,0 days 00:00:42.237000,0 days 00:00:23.973000
RIC,97.29,0 days 00:00:30.789000,0 days 00:00:42.420000,0 days 00:00:24.081000
RIC,97.7,0 days 00:00:30.949000,0 days 00:00:42.517000,0 days 00:00:24.234000
RIC,98.35,0 days 00:00:31.051000,0 days 00:00:42.983000,0 days 00:00:24.316000
RIC,97.865,0 days 00:00:31.036000,0 days 00:00:42.538000,0 days 00:00:24.291000
RIC,97.392,0 days 00:00:30.941000,0 days 00:00:42.318000,0 days 00:00:24.133000
RIC,97.75,0 days 00:00:31.102000,0 days 00:00:42.461000,0 days 00:00:24.187000
RIC,97.772,0 days 00:00:31.019000,0 days 00:00:42.572000,0 days 00:00:24.181000
RIC,97.766,0 days 00:00:30.983000,0 days 00:00:42.559000,0 days 00:00:24.224000
RIC,97.973,0 days 00:00:31.017000,0 days 00:00:42.663000,0 days 00:00:24.293000
RIC,98.029,0 days 00:00:30.982000,0 days 00:00:42.682000,0 days 00:00:24.365000
RIC,98.152,0 days 00:00:31.268000,0 days 00:00:42.576000,0 days 00:00:24.308000
RIC,98.045,0 days 00:00:31.076000,0 days 00:00:42.660000,0 days 00:00:24.309000
RIC,97.96,0 days 00:00:31.066000,0 days 00:00:42.637000,0 days 00:00:24.257000
RIC,97.978,0 days 00:00:31.075000,0 days 00:00:42.576000,0 days 00:00:24.327000
RIC,98.154,0 days 00:00:31.167000,0 days 00:00:42.688000,0 days 00:00:24.299000
RIC,98.025,0 days 00:00:31.075000,0 days 00:00:42.662000,0 days 00:00:24.288000
RIC,98.15,0 days 00:00:31.113000,0 days 00:00:42.690000,0 days 00:00:24.347000
RIC,98.246,0 days 00:00:31.246000,0 days 00:00:42.766000,0 days 00:00:24.234000
RIC,100.595,0 days 00:00:31.087000,0 days 00:00:42.747000,0 days 00:00:26.761000
RIC,116.995,0 days 00:00:51.904000,0 days 00:00:41.570000,0 days 00:00:23.521000
RIC,95.163,0 days 00:00:30.422000,0 days 00:00:41.226000,0 days 00:00:23.515000
RIC,95.46,0 days 00:00:30.496000,0 days 00:00:41.410000,0 days 00:00:23.554000
RIC,95.475,0 days 00:00:30.559000,0 days 00:00:41.392000,0 days 00:00:23.524000
RIC,95.578,0 days 00:00:30.490000,0 days 00:00:41.513000,0 days 00:00:23.575000
RIC,95.644,0 days 00:00:30.564000,0 days 00:00:41.478000,0 days 00:00:23.602000
RIC,95.338,0 days 00:00:30.484000,0 days 00:00:41.238000,0 days 00:00:23.616000
RIC,95.56,0 days 00:00:30.537000,0 days 00:00:41.389000,0 days 00:00:23.634000
RIC,95.49,0 days 00:00:30.541000,0 days 00:00:41.290000,0 days 00:00:23.659000
RIC,95.57,0 days 00:00:30.497000,0 days 00:00:41.402000,0 days 00:00:23.671000
RIC,95.507,0 days 00:00:30.443000,0 days 00:00:41.378000,0 days 00:00:23.686000
RIC,95.831,0 days 00:00:30.566000,0 days 00:00:41.534000,0 days 00:00:23.731000
RIC,96.236,0 days 00:00:30.638000,0 days 00:00:41.744000,0 days 00:00:23.854000
RIC,96.442,0 days 00:00:30.630000,0 days 00:00:41.795000,0 days 00:00:24.017000
RIC,96.609,0 days 00:00:30.398000,0 days 00:00:42.122000,0 days 00:00:24.089000
RIC,97.103,0 days 00:00:30.775000,0 days 00:00:42.193000,0 days 00:00:24.135000
RIC,97.529,0 days 00:00:30.569000,0 days 00:00:41.854000,0 days 00:00:25.106000
RIC,96.745,0 days 00:00:30.797000,0 days 00:00:41.954000,0 days 00:00:23.994000
RIC,96.661,0 days 00:00:30.374000,0 days 00:00:42.197000,0 days 00:00:24.090000
RIC,97.375,0 days 00:00:30.713000,0 days 00:00:42.581000,0 days 00:00:24.081000
RIC,97.662,0 days 00:00:30.726000,0 days 00:00:42.755000,0 days 00:00:24.181000
TSU,98.689,0 days 00:00:31.675000,0 days 00:00:42.717000,0 days 00:00:24.297000
TSU,98.431,0 days 00:00:30.989000,0 days 00:00:43.073000,0 days 00:00:24.369000
TSU,98.31,0 days 00:00:31.025000,0 days 00:00:42.992000,0 days 00:00:24.293000
TSU,98.321,0 days 00:00:31.023000,0 days 00:00:42.980000,0 days 00:00:24.318000
TSU,98.361,0 days 00:00:31.132000,0 days 00:00:42.949000,0 days 00:00:24.280000
TSU,98.364,0 days 00:00:31.121000,0 days 00:00:42.887000,0 days 00:00:24.356000
TSU,98.513,0 days 00:00:31.298000,0 days 00:00:42.871000,0 days 00:00:24.344000
TSU,98.554,0 days 00:00:31.329000,0 days 00:00:42.861000,0 days 00:00:24.364000
TSU,98.912,0 days 00:00:31.476000,0 days 00:00:43.062000,0 days 00:00:24.374000
TSU,98.799,0 days 00:00:31.342000,0 days 00:00:43.015000,0 days 00:00:24.442000
TSU,98.769,0 days 00:00:31.398000,0 days 00:00:43.001000,0 days 00:00:24.370000
TSU,98.86,0 days 00:00:31.511000,0 days 00:00:42.985000,0 days 00:00:24.364000
TSU,101.138,0 days 00:00:31.394000,0 days 00:00:42.967000,0 days 00:00:26.777000
TSU,119.588,0 days 00:00:52.618000,0 days 00:00:42.949000,0 days 00:00:24.021000
TSU,97.516,0 days 00:00:30.895000,0 days 00:00:42.677000,0 days 00:00:23.944000
TSU,97.482,0 days 00:00:30.908000,0 days 00:00:42.625000,0 days 00:00:23.949000
TSU,97.359,0 days 00:00:30.973000,0 days 00:00:42.336000,0 days 00:00:24.050000
TSU,97.396,0 days 00:00:31.096000,0 days 00:00:42.262000,0 days 00:00:24.038000
TSU,97.766,0 days 00:00:31.229000,0 days 00:00:42.359000,0 days 00:00:24.178000
TSU,97.777,0 days 00:00:31.144000,0 days 00:00:42.570000,0 days 00:00:24.063000
TSU,97.837,0 days 00:00:31.173000,0 days 00:00:42.531000,0 days 00:00:24.133000
TSU,97.671,0 days 00:00:31.096000,0 days 00:00:42.405000,0 days 00:00:24.170000
TSU,97.634,0 days 00:00:31.145000,0 days 00:00:42.276000,0 days 00:00:24.213000
TSU,97.851,0 days 00:00:31.050000,0 days 00:00:42.613000,0 days 00:00:24.188000
TSU,98.058,0 days 00:00:31.252000,0 days 00:00:42.540000,0 days 00:00:24.266000
TSU,98.083,0 days 00:00:31.195000,0 days 00:00:42.468000,0 days 00:00:24.420000
TSU,98.164,0 days 00:00:31.266000,0 days 00:00:42.608000,0 days 00:00:24.290000
TSU,97.777,0 days 00:00:31.161000,0 days 00:00:42.542000,0 days 00:00:24.074000
TSU,97.477,0 days 00:00:31.158000,0 days 00:00:42.314000,0 days 00:00:24.005000
TSU,97.468,0 days 00:00:31.151000,0 days 00:00:42.349000,0 days 00:00:23.968000
TSU,97.847,0 days 00:00:31.448000,0 days 00:00:42.329000,0 days 00:00:24.070000
TSU,97.498,0 days 00:00:31.221000,0 days 00:00:42.222000,0 days 00:00:24.055000
TSU,100.835,0 days 00:00:31.415000,0 days 00:00:42.711000,0 days 00:00:26.709000
TSU,117.417,0 days 00:00:52.138000,0 days 00:00:41.771000,0 days 00:00:23.508000
TSU,97.706,0 days 00:00:31.984000,0 days 00:00:41.954000,0 days 00:00:23.768000
TSU,95.833,0 days 00:00:30.480000,0 days 00:00:41.686000,0 days 00:00:23.667000
TSU,97.046,0 days 00:00:30.732000,0 days 00:00:42.390000,0 days 00:00:23.924000
TSU,96.125,0 days 00:00:30.733000,0 days 00:00:41.684000,0 days 00:00:23.708000
TSU,96.263,0 days 00:00:30.886000,0 days 00:00:41.751000,0 days 00:00:23.626000
TSU,96.179,0 days 00:00:30.801000,0 days 00:00:41.719000,0 days 00:00:23.659000
TSU,95.981,0 days 00:00:30.697000,0 days 00:00:41.532000,0 days 00:00:23.752000
TSU,95.956,0 days 00:00:30.713000,0 days 00:00:41.533000,0 days 00:00:23.710000
TSU,96.144,0 days 00:00:30.776000,0 days 00:00:41.594000,0 days 00:00:23.774000
TSU,95.964,0 days 00:00:30.648000,0 days 00:00:41.470000,0 days 00:00:23.846000
TSU,96.187,0 days 00:00:30.807000,0 days 00:00:41.593000,0 days 00:00:23.787000
TSU,96.396,0 days 00:00:30.794000,0 days 00:00:41.765000,0 days 00:00:23.837000
TSU,96.554,0 days 00:00:30.848000,0 days 00:00:41.679000,0 days 00:00:24.027000
TSU,96.695,0 days 00:00:30.670000,0 days 00:00:42.043000,0 days 00:00:23.982000
TSU,96.827,0 days 00:00:30.762000,0 days 00:00:42.171000,0 days 00:00:23.894000
