Driver,LapTime,Sector1Time,Sector2Time,Sector3Time
SAI,80.615,0 days 00:00:27.962000,0 days 00:00:17.926000,0 days 00:00:34.727000
SAI,80.582,0 days 00:00:28.193000,0 days 00:00:17.922000,0 days 00:00:34.467000
SAI,80.753,0 days 00:00:28.132000,0 days 00:00:17.897000,0 days 00:00:34.724000
SAI,81.098,0 days 00:00:28.091000,0 days 00:00:18,0 days 00:00:35.007000
SAI,80.882,0 days 00:00:28.011000,0 days 00:00:18.062000,0 days 00:00:34.809000
SAI,111.363,0 days 00:00:35.021000,0 days 00:00:33.818000,0 days 00:00:42.524000
RUS,83.347,0 days 00:00:29.070000,0 days 00:00:18.099000,0 days 00:00:36.178000
RUS,83.037,0 days 00:00:28.745000,0 days 00:00:18.137000,0 days 00:00:36.155000
RUS,83.571,0 days 00:00:28.894000,0 days 00:00:18.318000,0 days 00:00:36.359000
RUS,83.172,0 days 00:00:28.763000,0 days 00:00:18.297000,0 days 00:00:36.112000
RUS,83.119,0 days 00:00:28.725000,0 days 00:00:18.354000,0 days 00:00:36.040000
RUS,82.764,0 days 00:00:28.797000,0 days 00:00:18.279000,0 days 00:00:35.688000
RUS,96.92,0 days 00:00:28.679000,0 days 00:00:18.251000,0 days 00:00:49.990000
RUS,88.331,0 days 00:00:34.115000,0 days 00:00:18.468000,0 days 00:00:35.748000
RUS,82.737,0 days 00:00:28.814000,0 days 00:00:18.308000,0 days 00:00:35.615000
RUS,82.716,0 days 00:00:28.731000,0 days 00:00:18.303000,0 days 00:00:35.682000
RUS,83.022,0 days 00:00:28.851000,0 days 00:00:18.243000,0 days 00:00:35.928000
RUS,83.438,0 days 00:00:28.946000,0 days 00:00:18.222000,0 days 00:00:36.270000
RUS,83.39,0 days 00:00:29.168000,0 days 00:00:17.923000,0 days 00:00:36.299000
RUS,84.086,0 days 00:00:29.392000,0 days 00:00:18.140000,0 days 00:00:36.554000
RUS,83.366,0 days 00:00:28.959000,0 days 00:00:17.999000,0 days 00:00:36.408000
RUS,101.485,0 days 00:00:28.891000,0 days 00:00:25.542000,0 days 00:00:47.052000
RUS,87.166,0 days 00:00:33.098000,0 days 00:00:18.270000,0 days 00:00:35.798000
RUS,82.4,0 days 00:00:28.473000,0 days 00:00:18.213000,0 days 00:00:35.714000
RUS,82.434,0 days 00:00:28.564000,0 days 00:00:18.253000,0 days 00:00:35.617000
RUS,83.429,0 days 00:00:28.421000,0 days 00:00:18.160000,0 days 00:00:36.848000
RUS,82.838,0 days 00:00:28.819000,0 days 00:00:18.206000,0 days 00:00:35.813000
RUS,83.012,0 days 00:00:28.852000,0 days 00:00:18.200000,0 days 00:00:35.960000
RUS,82.942,0 days 00:00:28.776000,0 days 00:00:18.226000,0 days 00:00:35.940000
RUS,82.703,0 days 00:00:28.600000,0 days 00:00:18.194000,0 days 00:00:35.909000
RUS,82.885,0 days 00:00:28.744000,0 days 00:00:18.305000,0 days 00:00:35.836000
RUS,83.138,0 days 00:00:28.879000,0 days 00:00:18.293000,0 days 00:00:35.966000
RUS,83.096,0 days 00:00:28.885000,0 days 00:00:18.342000,0 days 00:00:35.869000
RUS,82.663,0 days 00:00:28.822000,0 days 00:00:18.238000,0 days 00:00:35.603000
RUS,82.663,0 days 00:00:28.614000,0 days 00:00:18.224000,0 days 00:00:35.825000
RUS,82.515,0 days 00:00:28.718000,0 days 00:00:18.249000,0 days 00:00:35.548000
RUS,82.71,0 days 00:00:28.773000,0 days 00:00:18.307000,0 days 00:00:35.630000
RUS,82.461,0 days 00:00:28.591000,0 days 00:00:18.249000,0 days 00:00:35.621000
RUS,82.353,0 days 00:00:28.601000,0 days 00:00:18.210000,0 days 00:00:35.542000
RUS,82.591,0 days 00:00:28.764000,0 days 00:00:18.197000,0 days 00:00:35.630000
RUS,82.537,0 days 00:00:28.607000,0 days 00:00:18.165000,0 days 00:00:35.765000
RUS,82.408,0 days 00:00:28.510000,0 days 00:00:18.147000,0 days 00:00:35.751000
RUS,82.175,0 days 00:00:28.493000,0 days 00:00:18.082000,0 days 00:00:35.600000
RUS,82.167,0 days 00:00:28.472000,0 days 00:00:18.104000,0 days 00:00:35.591000
RUS,82.473,0 days 00:00:28.756000,0 days 00:00:18.009000,0 days 00:00:35.708000
RUS,82.319,0 days 00:00:28.561000,0 days 00:00:17.981000,0 days 00:00:35.777000
RUS,82.257,0 days 00:00:28.651000,0 days 00:00:18.023000,0 days 00:00:35.583000
RUS,82.111,0 days 00:00:28.479000,0 days 00:00:18.027000,0 days 00:00:35.605000
RUS,82.097,0 days 00:00:28.459000,0 days 00:00:18.060000,0 days 00:00:35.578000
RUS,96.343,0 days 00:00:28.436000,0 days 00:00:18.042000,0 days 00:00:49.865000
RUS,86.434,0 days 00:00:33.556000,0 days 00:00:17.996000,0 days 00:00:34.882000
RUS,80.326,0 days 00:00:27.721000,0 days 00:00:17.919000,0 days 00:00:34.686000
RUS,80.739,0 days 00:00:27.983000,0 days 00:00:17.916000,0 days 00:00:34.840000
RUS,80.808,0 days 00:00:27.856000,0 days 00:00:17.993000,0 days 00:00:34.959000
RUS,80.982,0 days 00:00:28.097000,0 days 00:00:17.951000,0 days 00:00:34.934000
RUS,80.695,0 days 00:00:27.913000,0 days 00:00:17.919000,0 days 00:00:34.863000
RUS,80.529,0 days 00:00:27.848000,0 days 00:00:17.927000,0 days 00:00:34.754000
RUS,80.284,0 days 00:00:27.824000,0 days 00:00:17.716000,0 days 00:00:34.744000
RUS,81.194,0 days 00:00:28.025000,0 days 00:00:17.764000,0 days 00:00:35.405000
RUS,80.791,0 days 00:00:28.079000,0 days 00:00:17.783000,0 days 00:00:34.929000
RUS,80.655,0 days 00:00:27.884000,0 days 00:00:17.610000,0 days 00:00:35.161000
BOT,84.344,0 days 00:00:29.948000,0 days 00:00:18.320000,0 days 00:00:36.076000
BOT,83.272,0 days 00:00:29.099000,0 days 00:00:18.153000,0 days 00:00:36.020000
BOT,83.705,0 days 00:00:29.226000,0 days 00:00:18.314000,0 days 00:00:36.165000
BOT,83.56,0 days 00:00:29.365000,0 days 00:00:18.397000,0 days 00:00:35.798000
BOT,83.122,0 days 00:00:29.091000,0 days 00:00:18.070000,0 days 00:00:35.961000
BOT,83.738,0 days 00:00:29.154000,0 days 00:00:18.416000,0 days 00:00:36.168000
BOT,126.645,0 days 00:00:28.925000,0 days 00:00:18.345000,0 days 00:01:19.375000
BOT,89.919,0 days 00:00:35.107000,0 days 00:00:18.847000,0 days 00:00:35.965000
BOT,83.161,0 days 00:00:28.850000,0 days 00:00:18.575000,0 days 00:00:35.736000
BOT,83.44,0 days 00:00:28.853000,0 days 00:00:18.677000,0 days 00:00:35.910000
BOT,82.976,0 days 00:00:28.889000,0 days 00:00:18.482000,0 days 00:00:35.605000
BOT,83.159,0 days 00:00:28.879000,0 days 00:00:18.418000,0 days 00:00:35.862000
BOT,83.395,0 days 00:00:29.007000,0 days 00:00:18.558000,0 days 00:00:35.830000
BOT,83.329,0 days 00:00:28.830000,0 days 00:00:18.473000,0 days 00:00:36.026000
BOT,84.119,0 days 00:00:28.705000,0 days 00:00:18.421000,0 days 00:00:36.993000
BOT,105.281,0 days 00:00:42.408000,0 days 00:00:25.035000,0 days 00:00:37.838000
BOT,82.609,0 days 00:00:28.692000,0 days 00:00:18.311000,0 days 00:00:35.606000
BOT,82.597,0 days 00:00:28.561000,0 days 00:00:18.349000,0 days 00:00:35.687000
BOT,82.694,0 days 00:00:28.723000,0 days 00:00:18.441000,0 days 00:00:35.530000
BOT,82.439,0 days 00:00:28.649000,0 days 00:00:18.320000,0 days 00:00:35.470000
BOT,82.722,0 days 00:00:28.696000,0 days 00:00:18.373000,0 days 00:00:35.653000
BOT,82.34,0 days 00:00:28.619000,0 days 00:00:18.290000,0 days 00:00:35.431000
BOT,82.91,0 days 00:00:28.931000,0 days 00:00:18.349000,0 days 00:00:35.630000
BOT,82.551,0 days 00:00:28.758000,0 days 00:00:18.280000,0 days 00:00:35.513000
BOT,83.067,0 days 00:00:28.904000,0 days 00:00:18.384000,0 days 00:00:35.779000
BOT,82.934,0 days 00:00:28.816000,0 days 00:00:18.434000,0 days 00:00:35.684000
BOT,82.948,0 days 00:00:28.842000,0 days 00:00:18.393000,0 days 00:00:35.713000
BOT,82.835,0 days 00:00:28.797000,0 days 00:00:18.325000,0 days 00:00:35.713000
BOT,82.998,0 days 00:00:28.746000,0 days 00:00:18.429000,0 days 00:00:35.823000
BOT,83.01,0 days 00:00:28.842000,0 days 00:00:18.500000,0 days 00:00:35.668000
BOT,82.897,0 days 00:00:28.941000,0 days 00:00:18.313000,0 days 00:00:35.643000
BOT,82.851,0 days 00:00:28.880000,0 days 00:00:18.328000,0 days 00:00:35.643000
BOT,86.453,0 days 00:00:31.308000,0 days 00:00:18.233000,0 days 00:00:36.912000
BOT,83.446,0 days 00:00:29.157000,0 days 00:00:18.464000,0 days 00:00:35.825000
BOT,98.523,0 days 00:00:29.081000,0 days 00:00:18.305000,0 days 00:00:51.137000
BOT,88.154,0 days 00:00:34.499000,0 days 00:00:18.486000,0 days 00:00:35.169000
BOT,81.755,0 days 00:00:28.421000,0 days 00:00:18.251000,0 days 00:00:35.083000
BOT,81.646,0 days 00:00:28.382000,0 days 00:00:18.300000,0 days 00:00:34.964000
BOT,81.533,0 days 00:00:28.298000,0 days 00:00:18.215000,0 days 00:00:35.020000
BOT,82.008,0 days 00:00:28.575000,0 days 00:00:18.187000,0 days 00:00:35.246000
BOT,85.18,0 days 00:00:30.103000,0 days 00:00:18.136000,0 days 00:00:36.941000
BOT,82.889,0 days 00:00:28.615000,0 days 00:00:18.510000,0 days 00:00:35.764000
BOT,83.241,0 days 00:00:29.234000,0 days 00:00:18.562000,0 days 00:00:35.445000
BOT,81.711,0 days 00:00:28.591000,0 days 00:00:18.183000,0 days 00:00:34.937000
BOT,81.554,0 days 00:00:28.351000,0 days 00:00:18.097000,0 days 00:00:35.106000
BOT,81.583,0 days 00:00:28.425000,0 days 00:00:18.156000,0 days 00:00:35.002000
BOT,81.422,0 days 00:00:28.327000,0 days 00:00:18.104000,0 days 00:00:34.991000
BOT,81.457,0 days 00:00:28.314000,0 days 00:00:18.137000,0 days 00:00:35.006000
BOT,83.898,0 days 00:00:29.635000,0 days 00:00:18.731000,0 days 00:00:35.532000
BOT,81.649,0 days 00:00:28.418000,0 days 00:00:18.133000,0 days 00:00:35.098000
BOT,82.056,0 days 00:00:28.552000,0 days 00:00:18.262000,0 days 00:00:35.242000
BOT,81.82,0 days 00:00:28.427000,0 days 00:00:18.228000,0 days 00:00:35.165000
BOT,82.029,0 days 00:00:28.513000,0 days 00:00:18.274000,0 days 00:00:35.242000
BOT,82.01,0 days 00:00:28.396000,0 days 00:00:18.405000,0 days 00:00:35.209000
BOT,88.05,0 days 00:00:28.487000,0 days 00:00:18.199000,0 days 00:00:41.364000
BOT,118.772,0 days 00:00:42.735000,0 days 00:00:38.412000,0 days 00:00:37.625000
PIA,83.232,0 days 00:00:29.201000,0 days 00:00:18.266000,0 days 00:00:35.765000
PIA,82.669,0 days 00:00:28.862000,0 days 00:00:18.065000,0 days 00:00:35.742000
PIA,82.581,0 days 00:00:28.914000,0 days 00:00:18.092000,0 days 00:00:35.575000
PIA,82.594,0 days 00:00:28.691000,0 days 00:00:17.918000,0 days 00:00:35.985000
PIA,82.582,0 days 00:00:28.860000,0 days 00:00:17.959000,0 days 00:00:35.763000
PIA,82.877,0 days 00:00:28.930000,0 days 00:00:17.931000,0 days 00:00:36.016000
PIA,83.052,0 days 00:00:28.843000,0 days 00:00:18.018000,0 days 00:00:36.191000
PIA,96.501,0 days 00:00:28.804000,0 days 00:00:17.895000,0 days 00:00:49.802000
PIA,87.799,0 days 00:00:34.020000,0 days 00:00:18.199000,0 days 00:00:35.580000
PIA,82.728,0 days 00:00:28.662000,0 days 00:00:17.907000,0 days 00:00:36.159000
PIA,82.948,0 days 00:00:29.063000,0 days 00:00:18.222000,0 days 00:00:35.663000
PIA,82.426,0 days 00:00:28.766000,0 days 00:00:18.093000,0 days 00:00:35.567000
PIA,81.968,0 days 00:00:28.644000,0 days 00:00:18.063000,0 days 00:00:35.261000
PIA,81.961,0 days 00:00:28.588000,0 days 00:00:18.040000,0 days 00:00:35.333000
PIA,82.015,0 days 00:00:28.640000,0 days 00:00:18.102000,0 days 00:00:35.273000
PIA,96.822,0 days 00:00:28.639000,0 days 00:00:19.337000,0 days 00:00:48.846000
PIA,88.994,0 days 00:00:35.702000,0 days 00:00:18.113000,0 days 00:00:35.179000
PIA,81.871,0 days 00:00:28.272000,0 days 00:00:18.086000,0 days 00:00:35.513000
PIA,82.085,0 days 00:00:28.580000,0 days 00:00:18.020000,0 days 00:00:35.485000
PIA,81.923,0 days 00:00:28.477000,0 days 00:00:17.990000,0 days 00:00:35.456000
PIA,82.013,0 days 00:00:28.607000,0 days 00:00:18.037000,0 days 00:00:35.369000
PIA,81.817,0 days 00:00:28.496000,0 days 00:00:18.003000,0 days 00:00:35.318000
PIA,81.83,0 days 00:00:28.553000,0 days 00:00:17.964000,0 days 00:00:35.313000
PIA,81.597,0 days 00:00:28.380000,0 days 00:00:17.950000,0 days 00:00:35.267000
PIA,82.243,0 days 00:00:28.631000,0 days 00:00:18.061000,0 days 00:00:35.551000
PIA,82.287,0 days 00:00:28.693000,0 days 00:00:18.076000,0 days 00:00:35.518000
PIA,82.204,0 days 00:00:28.654000,0 days 00:00:18.065000,0 days 00:00:35.485000
PIA,83.479,0 days 00:00:29.906000,0 days 00:00:17.833000,0 days 00:00:35.740000
PIA,82.52,0 days 00:00:28.702000,0 days 00:00:18.059000,0 days 00:00:35.759000
PIA,82.133,0 days 00:00:28.797000,0 days 00:00:17.980000,0 days 00:00:35.356000
PIA,81.989,0 days 00:00:28.664000,0 days 00:00:17.973000,0 days 00:00:35.352000
PIA,82.1,0 days 00:00:28.724000,0 days 00:00:17.962000,0 days 00:00:35.414000
PIA,82.238,0 days 00:00:28.728000,0 days 00:00:18.060000,0 days 00:00:35.450000
PIA,82.059,0 days 00:00:28.716000,0 days 00:00:18.075000,0 days 00:00:35.268000
PIA,82.047,0 days 00:00:28.779000,0 days 00:00:18.041000,0 days 00:00:35.227000
PIA,81.89,0 days 00:00:28.614000,0 days 00:00:17.986000,0 days 00:00:35.290000
PIA,85.203,0 days 00:00:28.686000,0 days 00:00:18,0 days 00:00:38.517000
PIA,96.781,0 days 00:00:28.952000,0 days 00:00:18.083000,0 days 00:00:49.746000
PIA,86.93,0 days 00:00:33.685000,0 days 00:00:18.052000,0 days 00:00:35.193000
PIA,81.424,0 days 00:00:28.125000,0 days 00:00:17.593000,0 days 00:00:35.706000
PIA,81.08,0 days 00:00:28.312000,0 days 00:00:17.964000,0 days 00:00:34.804000
PIA,80.485,0 days 00:00:28.090000,0 days 00:00:17.952000,0 days 00:00:34.443000
PIA,80.395,0 days 00:00:27.914000,0 days 00:00:17.885000,0 days 00:00:34.596000
PIA,80.223,0 days 00:00:27.948000,0 days 00:00:17.772000,0 days 00:00:34.503000
PIA,80.615,0 days 00:00:27.981000,0 days 00:00:17.817000,0 days 00:00:34.817000
PIA,80.682,0 days 00:00:28.141000,0 days 00:00:17.683000,0 days 00:00:34.858000
PIA,80.588,0 days 00:00:28.039000,0 days 00:00:17.853000,0 days 00:00:34.696000
PIA,80.352,0 days 00:00:28.241000,0 days 00:00:17.610000,0 days 00:00:34.501000
PIA,80.496,0 days 00:00:28.056000,0 days 00:00:17.746000,0 days 00:00:34.694000
PIA,80.718,0 days 00:00:28.193000,0 days 00:00:18.067000,0 days 00:00:34.458000
PIA,80.295,0 days 00:00:27.980000,0 days 00:00:17.850000,0 days 00:00:34.465000
PIA,80.308,0 days 00:00:27.990000,0 days 00:00:17.841000,0 days 00:00:34.477000
PIA,80.199,0 days 00:00:27.903000,0 days 00:00:17.756000,0 days 00:00:34.540000
PIA,80.754,0 days 00:00:28.154000,0 days 00:00:17.949000,0 days 00:00:34.651000
PIA,80.357,0 days 00:00:27.947000,0 days 00:00:17.927000,0 days 00:00:34.483000
PIA,85.255,0 days 00:00:28.222000,0 days 00:00:18.192000,0 days 00:00:38.841000
PIA,124.363,0 days 00:00:51.872000,0 days 00:00:33.063000,0 days 00:00:39.428000
VER,96.296,0 days 00:00:30.916000,0 days 00:00:41.661000,0 days 00:00:23.719000
VER,96.753,0 days 00:00:30.999000,0 days 00:00:41.966000,0 days 00:00:23.788000
VER,96.647,0 days 00:00:30.931000,0 days 00:00:41.892000,0 days 00:00:23.824000
VER,97.173,0 days 00:00:31.255000,0 days 00:00:42.056000,0 days 00:00:23.862000
VER,97.092,0 days 00:00:31.041000,0 days 00:00:42.187000,0 days 00:00:23.864000
VER,97.038,0 days 00:00:31.015000,0 days 00:00:42.118000,0 days 00:00:23.905000
VER,97.024,0 days 00:00:31.041000,0 days 00:00:42.077000,0 days 00:00:23.906000
VER,97.229,0 days 00:00:31.100000,0 days 00:00:42.166000,0 days 00:00:23.963000
VER,96.96,0 days 00:00:30.986000,0 days 00:00:42.009000,0 days 00:00:23.965000
VER,97.085,0 days 00:00:30.974000,0 days 00:00:42.142000,0 days 00:00:23.969000
VER,97.045,0 days 00:00:30.966000,0 days 00:00:42.091000,0 days 00:00:23.988000
VER,97.03,0 days 00:00:30.964000,0 days 00:00:42.055000,0 days 00:00:24.011000
VER,97.028,0 days 00:00:30.938000,0 days 00:00:42.042000,0 days 00:00:24.048000
VER,97.011,0 days 00:00:30.887000,0 days 00:00:42.058000,0 days 00:00:24.066000
VER,97.168,0 days 00:00:31.048000,0 days 00:00:42.032000,0 days 00:00:24.088000
VER,99.896,0 days 00:00:31.006000,0 days 00:00:42.060000,0 days 00:00:26.830000
VER,117.854,0 days 00:00:52.815000,0 days 00:00:41.511000,0 days 00:00:23.528000
VER,95.283,0 days 00:00:30.628000,0 days 00:00:41.162000,0 days 00:00:23.493000
VER,95.16,0 days 00:00:30.585000,0 days 00:00:41.100000,0 days 00:00:23.475000
VER,95.316,0 days 00:00:30.576000,0 days 00:00:41.240000,0 days 00:00:23.500000
VER,95.204,0 days 00:00:30.560000,0 days 00:00:41.142000,0 days 00:00:23.502000
VER,95.216,0 days 00:00:30.553000,0 days 00:00:41.145000,0 days 00:00:23.518000
VER,95.289,0 days 00:00:30.548000,0 days 00:00:41.257000,0 days 00:00:23.484000
VER,95.342,0 days 00:00:30.518000,0 days 00:00:41.282000,0 days 00:00:23.542000
VER,95.223,0 days 00:00:30.522000,0 days 00:00:41.140000,0 days 00:00:23.561000
VER,95.581,0 days 00:00:30.649000,0 days 00:00:41.338000,0 days 00:00:23.594000
VER,95.477,0 days 00:00:30.588000,0 days 00:00:41.272000,0 days 00:00:23.617000
VER,95.793,0 days 00:00:30.679000,0 days 00:00:41.485000,0 days 00:00:23.629000
VER,95.771,0 days 00:00:30.657000,0 days 00:00:41.470000,0 days 00:00:23.644000
VER,95.679,0 days 00:00:30.635000,0 days 00:00:41.435000,0 days 00:00:23.609000
VER,95.886,0 days 00:00:30.669000,0 days 00:00:41.519000,0 days 00:00:23.698000
VER,95.863,0 days 00:00:30.690000,0 days 00:00:41.459000,0 days 00:00:23.714000
VER,96.133,0 days 00:00:30.685000,0 days 00:00:41.661000,0 days 00:00:23.787000
VER,96.018,0 days 00:00:30.727000,0 days 00:00:41.557000,0 days 00:00:23.734000
VER,96.205,0 days 00:00:30.794000,0 days 00:00:41.561000,0 days 00:00:23.850000
VER,99.234,0 days 00:00:30.877000,0 days 00:00:41.634000,0 days 00:00:26.723000
VER,116.445,0 days 00:00:51.526000,0 days 00:00:41.562000,0 days 00:00:23.357000
VER,92.608,0 days 00:00:29.741000,0 days 00:00:39.916000,0 days 00:00:22.951000
VER,96.589,0 days 00:00:31.014000,0 days 00:00:42.023000,0 days 00:00:23.552000
VER,95.29,0 days 00:00:30.697000,0 days 00:00:41.281000,0 days 00:00:23.312000
VER,94.667,0 days 00:00:30.477000,0 days 00:00:40.996000,0 days 00:00:23.194000
VER,94.151,0 days 00:00:30.132000,0 days 00:00:40.772000,0 days 00:00:23.247000
VER,94.531,0 days 00:00:30.348000,0 days 00:00:40.805000,0 days 00:00:23.378000
VER,94.249,0 days 00:00:30.180000,0 days 00:00:40.825000,0 days 00:00:23.244000
VER,94.193,0 days 00:00:30.301000,0 days 00:00:40.682000,0 days 00:00:23.210000
VER,94.239,0 days 00:00:30.267000,0 days 00:00:40.704000,0 days 00:00:23.268000
VER,94.35,0 days 00:00:30.245000,0 days 00:00:40.738000,0 days 00:00:23.367000
VER,94.403,0 days 00:00:30.246000,0 days 00:00:40.804000,0 days 00:00:23.353000
VER,94.783,0 days 00:00:30.229000,0 days 00:00:40.928000,0 days 00:00:23.626000
VER,94.34,0 days 00:00:30.003000,0 days 00:00:40.834000,0 days 00:00:23.503000
VER,94.906,0 days 00:00:30.333000,0 days 00:00:40.919000,0 days 00:00:23.654000
VER,95.6,0 days 00:00:30.528000,0 days 00:00:41.382000,0 days 00:00:23.690000
VER,95.334,0 days 00:00:30.427000,0 days 00:00:41.227000,0 days 00:00:23.680000
VER,95.184,0 days 00:00:30.493000,0 days 00:00:41.220000,0 days 00:00:23.471000
VER,94.671,0 days 00:00:30.256000,0 days 00:00:40.870000,0 days 00:00:23.545000
VER,94.923,0 days 00:00:30.384000,0 days 00:00:40.910000,0 days 00:00:23.629000
PER,96.541,0 days 00:00:30.678000,0 days 00:00:41.867000,0 days 00:00:23.996000
PER,97.297,0 days 00:00:30.596000,0 days 00:00:42.478000,0 days 00:00:24.223000
PER,97.722,0 days 00:00:30.716000,0 days 00:00:42.623000,0 days 00:00:24.383000
PER,98.044,0 days 00:00:30.997000,0 days 00:00:42.754000,0 days 00:00:24.293000
PER,97.823,0 days 00:00:30.843000,0 days 00:00:42.702000,0 days 00:00:24.278000
PER,97.821,0 days 00:00:31.013000,0 days 00:00:42.682000,0 days 00:00:24.126000
PER,97.838,0 days 00:00:31.305000,0 days 00:00:42.428000,0 days 00:00:24.105000
PER,97.596,0 days 00:00:31.145000,0 days 00:00:42.395000,0 days 00:00:24.056000
PER,97.63,0 days 00:00:31.178000,0 days 00:00:42.322000,0 days 00:00:24.130000
PER,97.836,0 days 00:00:31.054000,0 days 00:00:42.473000,0 days 00:00:24.309000
PER,100.277,0 days 00:00:30.891000,0 days 00:00:42.506000,0 days 00:00:26.880000
PER,117.624,0 days 00:00:51.896000,0 days 00:00:41.803000,0 days 00:00:23.925000
PER,95.606,0 days 00:00:30.063000,0 days 00:00:41.855000,0 days 00:00:23.688000
PER,96.815,0 days 00:00:30.785000,0 days 00:00:41.795000,0 days 00:00:24.235000
PER,95.783,0 days 00:00:30.569000,0 days 00:00:41.558000,0 days 00:00:23.656000
PER,96.454,0 days 00:00:30.922000,0 days 00:00:41.823000,0 days 00:00:23.709000
PER,96.311,0 days 00:00:30.803000,0 days 00:00:41.835000,0 days 00:00:23.673000
PER,96.038,0 days 00:00:30.702000,0 days 00:00:41.633000,0 days 00:00:23.703000
PER,96.278,0 days 00:00:30.918000,0 days 00:00:41.686000,0 days 00:00:23.674000
PER,96.165,0 days 00:00:30.849000,0 days 00:00:41.610000,0 days 00:00:23.706000
PER,96.037,0 days 00:00:30.824000,0 days 00:00:41.536000,0 days 00:00:23.677000
PER,96.249,0 days 00:00:30.840000,0 days 00:00:41.729000,0 days 00:00:23.680000
PER,96.211,0 days 00:00:30.792000,0 days 00:00:41.687000,0 days 00:00:23.732000
PER,96.344,0 days 00:00:30.878000,0 days 00:00:41.719000,0 days 00:00:23.747000
PER,96.347,0 days 00:00:30.938000,0 days 00:00:41.666000,0 days 00:00:23.743000
PER,96.233,0 days 00:00:30.853000,0 days 00:00:41.543000,0 days 00:00:23.837000
PER,96.226,0 days 00:00:30.929000,0 days 00:00:41.588000,0 days 00:00:23.709000
PER,96.437,0 days 00:00:30.926000,0 days 00:00:41.749000,0 days 00:00:23.762000
PER,96.313,0 days 00:00:30.916000,0 days 00:00:41.643000,0 days 00:00:23.754000
PER,96.339,0 days 00:00:30.843000,0 days 00:00:41.752000,0 days 00:00:23.744000
PER,96.276,0 days 00:00:30.856000,0 days 00:00:41.671000,0 days 00:00:23.749000
PER,96.564,0 days 00:00:30.907000,0 days 00:00:41.752000,0 days 00:00:23.905000
PER,96.378,0 days 00:00:30.840000,0 days 00:00:41.734000,0 days 00:00:23.804000
PER,96.776,0 days 00:00:30.938000,0 days 00:00:41.910000,0 days 00:00:23.928000
PER,99.365,0 days 00:00:31.014000,0 days 00:00:41.781000,0 days 00:00:26.570000
PER,115.808,0 days 00:00:51.096000,0 days 00:00:41.214000,0 days 00:00:23.498000
PER,94.804,0 days 00:00:30.581000,0 days 00:00:40.931000,0 days 00:00:23.292000
PER,94.607,0 days 00:00:30.563000,0 days 00:00:40.893000,0 days 00:00:23.151000
PER,94.364,0 days 00:00:30.400000,0 days 00:00:40.772000,0 days 00:00:23.192000
PER,94.4,0 days 00:00:30.351000,0 days 00:00:40.884000,0 days 00:00:23.165000
PER,94.525,0 days 00:00:30.299000,0 days 00:00:40.985000,0 days 00:00:23.241000
PER,94.797,0 days 00:00:30.403000,0 days 00:00:41.148000,0 days 00:00:23.246000
PER,94.799,0 days 00:00:30.389000,0 days 00:00:41.028000,0 days 00:00:23.382000
PER,94.592,0 days 00:00:30.338000,0 days 00:00:40.986000,0 days 00:00:23.268000
PER,94.844,0 days 00:00:30.410000,0 days 00:00:41.109000,0 days 00:00:23.325000
PER,94.73,0 days 00:00:30.281000,0 days 00:00:41.074000,0 days 00:00:23.375000
PER,94.885,0 days 00:00:30.358000,0 days 00:00:41.147000,0 days 00:00:23.380000
PER,94.966,0 days 00:00:30.400000,0 days 00:00:41.133000,0 days 00:00:23.433000
PER,95.082,0 days 00:00:30.366000,0 days 00:00:41.337000,0 days 00:00:23.379000
PER,94.94,0 days 00:00:30.360000,0 days 00:00:41.144000,0 days 00:00:23.436000
PER,95.183,0 days 00:00:30.577000,0 days 00:00:41.129000,0 days 00:00:23.477000
PER,95.842,0 days 00:00:30.638000,0 days 00:00:41.522000,0 days 00:00:23.682000
PER,95.459,0 days 00:00:30.578000,0 days 00:00:41.382000,0 days 00:00:23.499000
PER,95.611,0 days 00:00:30.683000,0 days 00:00:41.420000,0 days 00:00:23.508000
PER,95.568,0 days 00:00:30.539000,0 days 00:00:41.406000,0 days 00:00:23.623000
PER,95.746,0 days 00:00:30.521000,0 days 00:00:41.600000,0 days 00:00:23.625000
SAI,97.236,0 days 00:00:30.974000,0 days 00:00:42.366000,0 days 00:00:23.896000
SAI,97.08,0 days 00:00:31.049000,0 days 00:00:42.179000,0 days 00:00:23.852000
SAI,97.264,0 days 00:00:30.957000,0 days 00:00:42.373000,0 days 00:00:23.934000
SAI,98.032,0 days 00:00:30.967000,0 days 00:00:42.821000,0 days 00:00:24.244000
SAI,97.741,0 days 00:00:30.879000,0 days 00:00:42.803000,0 days 00:00:24.059000
SAI,98.26,0 days 00:00:30.847000,0 days 00:00:43.148000,0 days 00:00:24.265000
SAI,98.183,0 days 00:00:31.341000,0 days 00:00:42.701000,0 days 00:00:24.141000
SAI,98.03,0 days 00:00:30.990000,0 days 00:00:42.868000,0 days 00:00:24.172000
SAI,97.608,0 days 00:00:30.819000,0 days 00:00:42.638000,0 days 00:00:24.151000
SAI,97.656,0 days 00:00:31.266000,0 days 00:00:42.386000,0 days 00:00:24.004000
SAI,97.65,0 days 00:00:31.089000,0 days 00:00:42.460000,0 days 00:00:24.101000
SAI,97.243,0 days 00:00:31.025000,0 days 00:00:42.212000,0 days 00:00:24.006000
SAI,99.753,0 days 00:00:31.011000,0 days 00:00:42.119000,0 days 00:00:26.623000
