Driver,LapTime,Sector1Time,Sector2Time,Sector3Time,temperature,season_points,wet_performance_factor
HUL,92.637,31.505,35.39,25.742,30,151,0.5
HUL,92.214,31.365,35.181,25.668,30,152,0.5
HUL,92.638,31.416,35.543,25.679,30,153,0.5
HUL,92.457,31.487,35.332,25.638,30,154,0.5
HUL,92.474,31.426,35.452,25.596,30,155,0.5
HUL,92.667,31.58,35.361,25.726,30,156,0.5
HUL,92.184,31.191,35.239,25.754,30,157,0.5
HUL,92.298,31.294,35.237,25.767,30,158,0.5
HUL,92.474,31.34,35.419,25.715,30,159,0.5
HUL,92.144,31.166,35.279,25.699,30,160,0.5
HUL,92.044,31.115,35.306,25.623,30,161,0.5
HUL,92.403,31.222,35.392,25.789,30,162,0.5
HUL,92.534,31.106,35.714,25.714,30,163,0.5
HUL,92.187,31.078,35.424,25.685,30,164,0.5
HUL,92.045,31.068,35.276,25.701,30,165,0.5
HUL,91.941,31.108,35.246,25.587,30,166,0.5
HUL,92.187,31.216,35.232,25.739,30,167,0.5
RIC,95.593,32.812,36.307,26.474,30,111,0.5
RIC,95.732,33.365,36.117,26.25,30,112,0.5
RIC,94.907,32.596,35.96,26.351,30,113,0.5
RIC,94.201,32.173,35.788,26.24,30,114,0.5
RIC,93.982,32.231,35.7,26.051,30,115,0.5
RIC,94.345,32.216,35.758,26.371,30,116,0.5
RIC,94.892,32.697,35.906,26.289,30,117,0.5
RIC,94.655,32.516,35.823,26.316,30,118,0.5
RIC,95.293,32.625,36.09,26.578,30,119,0.5
RIC,94.931,32.492,35.951,26.488,30,120,0.5
RIC,94.558,32.368,35.812,26.378,30,121,0.5
RIC,94.405,32.337,35.887,26.181,30,122,0.5
RIC,94.311,32.303,35.877,26.131,30,123,0.5
RIC,94.018,32.099,35.816,26.103,30,124,0.5
RIC,94.268,32.261,35.827,26.18,30,125,0.5
RIC,94.033,32.021,35.767,26.245,30,126,0.5
RIC,94.234,32.128,35.836,26.27,30,127,0.5
RIC,93.901,32.018,35.784,26.099,30,128,0.5
RIC,93.98,31.931,35.789,26.26,30,129,0.5
RIC,94.071,32.115,35.842,26.114,30,130,0.5
RIC,101.546,32.188,35.631,33.727,30,131,0.5
RIC,100.199,38.52,35.546,26.133,30,132,0.5
RIC,93.488,31.567,35.689,26.232,30,133,0.5
RIC,93.435,31.519,35.709,26.207,30,134,0.5
RIC,93.215,31.549,35.505,26.161,30,135,0.5
RIC,95.172,32.497,36.687,25.988,30,136,0.5
RIC,113.429,31.815,42.556,39.058,30,137,0.5
RIC,137.564,58.66,45.163,33.741,30,138,0.5
RIC,114.43,42.712,41.017,30.701,30,139,0.5
RIC,111.522,41.1,40.487,29.935,30,140,0.5
RIC,125.311,39.343,56.047,29.921,30,141,0.5
RIC,94.031,32.072,35.952,26.007,30,142,0.5
RIC,93.89,32.633,35.507,25.75,30,143,0.5
RIC,92.985,31.74,35.421,25.824,30,144,0.5
RIC,93.25,31.823,35.409,26.018,30,145,0.5
RIC,93.084,32.039,35.284,25.761,30,146,0.5
RIC,92.881,31.636,35.506,25.739,30,147,0.5
RIC,93.136,31.735,35.584,25.817,30,148,0.5
RIC,93.462,32.372,35.213,25.877,30,149,0.5
RIC,92.854,31.542,35.491,25.821,30,150,0.5
RIC,92.68,31.477,35.365,25.838,30,151,0.5
RIC,92.769,31.706,35.323,25.74,30,152,0.5
RIC,92.957,31.571,35.656,25.73,30,153,0.5
RIC,94.02,32.831,35.466,25.723,30,154,0.5
RIC,92.845,31.362,35.568,25.915,30,155,0.5
RIC,92.567,31.307,35.412,25.848,30,156,0.5
RIC,93.013,31.742,35.503,25.768,30,157,0.5
RIC,92.72,31.38,35.536,25.804,30,158,0.5
RIC,93.033,31.478,35.482,26.073,30,159,0.5
RIC,92.486,31.473,35.38,25.633,30,160,0.5
RIC,93.717,32.464,35.616,25.637,30,161,0.5
RIC,92.695,31.746,34.985,25.964,30,162,0.5
RIC,92.735,31.08,35.342,26.313,30,163,0.5
RIC,92.199,31.454,35.076,25.669,30,164,0.5
RIC,92.414,31.321,35.264,25.829,30,165,0.5
RIC,92.122,31.171,35.148,25.803,30,166,0.5
OCO,95.438,32.593,36.325,26.52,30,111,0.5
OCO,94.667,32.73,35.857,26.08,30,112,0.5
OCO,94.013,32.369,35.587,26.057,30,113,0.5
OCO,93.908,32.255,35.656,25.997,30,114,0.5
OCO,94.44,32.562,35.852,26.026,30,115,0.5
OCO,94.127,32.259,35.931,25.937,30,116,0.5
OCO,94.49,32.613,35.929,25.948,30,117,0.5
OCO,94.119,32.272,35.808,26.039,30,118,0.5
OCO,94.356,32.355,35.906,26.095,30,119,0.5
OCO,94.486,32.305,35.968,26.213,30,120,0.5
OCO,93.984,32.223,35.821,25.94,30,121,0.5
OCO,94.094,31.887,35.931,26.276,30,122,0.5
OCO,94.067,31.929,35.873,26.265,30,123,0.5
OCO,93.585,31.743,35.668,26.174,30,124,0.5
OCO,93.545,31.711,35.672,26.162,30,125,0.5
OCO,93.997,31.827,35.802,26.368,30,126,0.5
OCO,93.89,31.797,35.865,26.228,30,127,0.5
OCO,94.736,31.785,36.898,26.053,30,128,0.5
OCO,94.069,32.061,35.779,26.229,30,129,0.5
OCO,93.867,31.868,35.799,26.2,30,130,0.5
OCO,102.357,31.75,35.975,34.632,30,131,0.5
OCO,111.928,50.783,35.422,25.723,30,132,0.5
OCO,93.041,31.979,35.032,26.03,30,133,0.5
OCO,92.918,31.386,35.508,26.024,30,134,0.5
OCO,94.048,32.421,35.567,26.06,30,135,0.5
OCO,93.17,31.61,35.636,25.924,30,136,0.5
OCO,109.908,31.615,42.853,35.44,30,137,0.5
OCO,126.579,44.08,48.337,34.162,30,138,0.5
OCO,118.798,46.077,43.552,29.169,30,139,0.5
OCO,107.287,39.876,39.308,28.103,30,140,0.5
OCO,135.401,47.37,55.837,32.194,30,141,0.5
OCO,94.811,32.518,36.262,26.031,30,142,0.5
OCO,92.734,31.672,35.399,25.663,30,143,0.5
OCO,92.445,31.406,35.22,25.819,30,144,0.5
OCO,92.348,31.348,35.306,25.694,30,145,0.5
OCO,92.61,31.429,35.283,25.898,30,146,0.5
OCO,92.392,31.269,35.218,25.905,30,147,0.5
OCO,92.521,31.197,35.359,25.965,30,148,0.5
OCO,92.581,31.26,35.403,25.918,30,149,0.5
OCO,92.575,31.158,35.376,26.041,30,150,0.5
OCO,92.311,31.094,35.344,25.873,30,151,0.5
OCO,92.28,31.128,35.246,25.906,30,152,0.5
OCO,92.483,31.245,35.255,25.983,30,153,0.5
OCO,93.348,31.327,35.958,26.063,30,154,0.5
OCO,93.497,31.67,35.775,26.052,30,155,0.5
OCO,93.316,31.248,35.85,26.218,30,156,0.5
OCO,93.946,31.509,36.453,25.984,30,157,0.5
OCO,92.831,31.378,35.502,25.951,30,158,0.5
OCO,92.185,30.927,35.324,25.934,30,159,0.5
OCO,92.037,30.829,35.36,25.848,30,160,0.5
OCO,92.104,31.023,35.215,25.866,30,161,0.5
OCO,92.205,30.896,35.373,25.936,30,162,0.5
OCO,92.267,30.863,35.454,25.95,30,163,0.5
OCO,92.146,30.942,35.345,25.859,30,164,0.5
OCO,92.136,30.969,35.325,25.842,30,165,0.5
OCO,92.467,31.245,35.296,25.926,30,166,0.5
NOR,94.199,32.214,35.711,26.274,30,113,0.5
NOR,93.687,31.766,35.697,26.224,30,114,0.5
NOR,93.674,31.834,35.786,26.054,30,115,0.5
NOR,93.26,31.583,35.645,26.032,30,116,0.5
NOR,93.172,31.622,35.555,25.995,30,117,0.5
NOR,93.165,31.65,35.508,26.007,30,118,0.5
NOR,92.999,31.604,35.428,25.967,30,119,0.5
NOR,93.429,31.724,35.615,26.09,30,120,0.5
NOR,93.23,31.754,35.549,25.927,30,121,0.5
NOR,93.432,31.625,35.785,26.022,30,122,0.5
NOR,93.427,31.757,35.641,26.029,30,123,0.5
NOR,93.502,31.771,35.753,25.978,30,124,0.5
NOR,93.764,31.893,35.884,25.987,30,125,0.5
NOR,93.472,31.733,35.813,25.926,30,126,0.5
NOR,93.191,31.564,35.686,25.941,30,127,0.5
NOR,93.463,31.729,35.603,26.131,30,128,0.5
NOR,93.15,31.495,35.607,26.048,30,129,0.5
NOR,92.476,31.179,35.329,25.968,30,130,0.5
NOR,92.421,31.208,35.278,25.935,30,131,0.5
NOR,92.329,31.083,35.329,25.917,30,132,0.5
NOR,92.517,31.138,35.452,25.927,30,133,0.5
NOR,106.891,37.959,43.102,25.83,30,134,0.5
NOR,91.982,30.826,35.283,25.873,30,135,0.5
NOR,92.171,31.017,35.257,25.897,30,136,0.5
NOR,92.153,30.933,35.271,25.949,30,137,0.5
NOR,92.162,31.064,35.253,25.845,30,138,0.5
NOR,92.042,30.83,35.276,25.936,30,139,0.5
NOR,133.364,45.796,47.25,40.318,30,140,0.5
NOR,138.015,53.125,49.462,35.428,30,141,0.5
NOR,117.513,38.753,40.571,38.189,30,142,0.5
NOR,91.157,30.834,34.635,25.688,30,143,0.5
NOR,91.289,30.653,34.896,25.74,30,144,0.5
NOR,91.391,30.786,34.791,25.814,30,145,0.5
NOR,91.133,30.61,34.764,25.759,30,146,0.5
NOR,91.074,30.519,34.744,25.811,30,147,0.5
NOR,91.134,30.649,34.812,25.673,30,148,0.5
NOR,91.192,30.787,34.738,25.667,30,149,0.5
NOR,91.222,30.678,34.83,25.714,30,150,0.5
NOR,91.059,30.482,34.862,25.715,30,151,0.5
NOR,91.34,30.737,34.865,25.738,30,152,0.5
NOR,91.066,30.53,34.797,25.739,30,153,0.5
NOR,91.18,30.563,34.92,25.697,30,154,0.5
NOR,91.068,30.453,34.88,25.735,30,155,0.5
NOR,91.352,30.499,35.205,25.648,30,156,0.5
NOR,91.423,30.556,35.123,25.744,30,157,0.5
NOR,91.135,30.529,34.897,25.709,30,158,0.5
NOR,91.177,30.427,35.025,25.725,30,159,0.5
NOR,91.227,30.338,35.099,25.79,30,160,0.5
NOR,91.08,30.328,35.008,25.744,30,161,0.5
NOR,91.244,30.413,35.142,25.689,30,162,0.5
NOR,91.251,30.309,35.186,25.756,30,163,0.5
NOR,91.276,30.402,35.135,25.739,30,164,0.5
NOR,90.98,30.413,34.898,25.669,30,165,0.5
NOR,91.04,30.452,34.938,25.65,30,166,0.5
NOR,91.575,30.59,35.034,25.951,30,167,0.5
HAM,94.966,33.275,35.62,26.071,30,70,0.5
HAM,94.031,32.04,35.912,26.079,30,71,0.5
HAM,93.861,31.931,35.768,26.162,30,72,0.5
HAM,93.666,31.703,35.868,26.095,30,73,0.5
HAM,93.679,31.816,35.777,26.086,30,74,0.5
HAM,94.466,31.729,35.544,27.193,30,75,0.5
HAM,94.621,32.4,36.121,26.1,30,76,0.5
HAM,94.024,32.167,35.749,26.108,30,77,0.5
HAM,94.602,32.404,35.73,26.468,30,78,0.5
HAM,94.372,31.995,36.047,26.33,30,79,0.5
HAM,93.99,31.809,35.943,26.238,30,80,0.5
HAM,93.871,31.751,35.869,26.251,30,81,0.5
HAM,93.693,31.721,35.809,26.163,30,82,0.5
HAM,93.344,31.424,35.685,26.235,30,83,0.5
HAM,93.521,31.57,35.757,26.194,30,84,0.5
HAM,93.602,31.505,35.655,26.442,30,85,0.5
HAM,93.306,31.376,35.687,26.243,30,86,0.5
HAM,93.333,31.405,35.772,26.156,30,87,0.5
HAM,93.048,31.286,35.473,26.289,30,88,0.5
HAM,94.185,31.411,36.438,26.336,30,89,0.5
HAM,93.359,31.603,35.615,26.141,30,90,0.5
HAM,108.783,43.18,39.158,26.445,30,91,0.5
HAM,92.852,31.336,35.461,26.055,30,92,0.5
HAM,92.932,31.223,35.619,26.09,30,93,0.5
HAM,99.049,31.331,36.536,31.182,30,94,0.5
HAM,105.964,44.969,35.08,25.915,30,95,0.5
HAM,107.365,31.072,41.397,34.896,30,96,0.5
HAM,128.738,47.689,45.506,35.543,30,97,0.5
HAM,120.115,47.518,42.617,29.98,30,98,0.5
HAM,103.529,39.738,36.684,27.107,30,99,0.5
HAM,141.263,51.804,56.478,32.981,30,100,0.5
HAM,94.087,32.358,35.917,25.812,30,101,0.5
HAM,92.268,31.46,35.035,25.773,30,102,0.5
HAM,91.385,30.788,34.846,25.751,30,103,0.5
HAM,92.24,31.13,35.206,25.904,30,104,0.5
HAM,91.937,31.129,35.044,25.764,30,105,0.5
HAM,91.772,31.016,35.006,25.75,30,106,0.5
HAM,92.167,30.987,35.32,25.86,30,107,0.5
HAM,92.53,31.568,35.266,25.696,30,108,0.5
HAM,92.143,30.911,35.532,25.7,30,109,0.5
HAM,91.672,30.936,35.101,25.635,30,110,0.5
HAM,91.417,30.83,35.067,25.52,30,111,0.5
HAM,91.511,30.798,35.119,25.594,30,112,0.5
HAM,91.479,30.727,35.116,25.636,30,113,0.5
HAM,91.679,30.81,35.201,25.668,30,114,0.5
HAM,91.33,30.717,35.085,25.528,30,115,0.5
HAM,91.626,30.79,35.113,25.723,30,116,0.5
HAM,91.432,30.579,35.252,25.601,30,117,0.5
HAM,91.625,30.562,35.35,25.713,30,118,0.5
HAM,91.5,30.649,35.215,25.636,30,119,0.5
HAM,91.696,30.881,35.207,25.608,30,120,0.5
HAM,91.372,30.612,35.14,25.62,30,121,0.5
HAM,91.233,30.51,35.044,25.679,30,122,0.5
HAM,91.254,30.536,35.068,25.65,30,123,0.5
HAM,91.429,30.615,35.073,25.741,30,124,0.5
HAM,91.623,30.73,35.192,25.701,30,125,0.5
SAI,92.99,31.678,35.404,25.908,30,113,0.5
SAI,93.239,31.788,35.553,25.898,30,114,0.5
SAI,93.249,31.712,35.607,25.93,30,115,0.5
SAI,93.569,31.913,35.721,25.935,30,116,0.5
SAI,92.911,31.56,35.492,25.859,30,117,0.5
SAI,93.421,31.885,35.584,25.952,30,118,0.5
SAI,93.339,31.778,35.615,25.946,30,119,0.5
SAI,93.078,31.982,35.333,25.763,30,120,0.5
SAI,93.334,31.791,35.665,25.878,30,121,0.5
SAI,93.355,31.966,35.461,25.928,30,122,0.5
SAI,93.153,31.771,35.506,25.876,30,123,0.5
SAI,93.605,31.622,35.723,26.26,30,124,0.5
SAI,92.992,31.618,35.44,25.934,30,125,0.5
SAI,93.119,31.434,35.564,26.121,30,126,0.5
SAI,93.245,31.665,35.548,26.032,30,127,0.5
SAI,93.23,31.487,35.669,26.074,30,128,0.5
SAI,93.065,31.464,35.501,26.1,30,129,0.5
SAI,92.838,31.391,35.42,26.027,30,130,0.5
SAI,92.628,31.086,35.543,25.999,30,131,0.5
SAI,92.778,31.34,35.457,25.981,30,132,0.5
SAI,92.775,31.312,35.44,26.023,30,133,0.5
SAI,107.406,37.751,43.619,26.036,30,134,0.5
SAI,92.64,31.24,35.346,26.054,30,135,0.5
SAI,92.455,31.061,35.433,25.961,30,136,0.5
SAI,92.573,31.168,35.372,26.033,30,137,0.5
SAI,97.282,31.087,35.237,30.958,30,138,0.5
SAI,116.881,45.942,35.086,35.853,30,139,0.5
SAI,139.655,43.801,55.387,40.467,30,140,0.5
SAI,127.676,57.895,40.637,29.144,30,141,0.5
SAI,102.547,35.012,38.812,28.723,30,142,0.5
SAI,148.743,54.578,58.611,35.554,30,143,0.5
SAI,93.197,32.03,35.338,25.829,30,144,0.5
SAI,92.109,31.166,35.419,25.524,30,145,0.5
SAI,91.423,30.94,34.79,25.693,30,146,0.5
SAI,92.105,30.864,35.547,25.694,30,147,0.5
SAI,92.315,31.775,34.803,25.737,30,148,0.5
SAI,91.366,31.051,34.705,25.61,30,149,0.5
SAI,92.198,31.004,35.175,26.019,30,150,0.5
SAI,92.455,31.577,35.058,25.82,30,151,0.5
SAI,92.006,30.761,35.329,25.916,30,152,0.5
SAI,91.581,30.772,34.914,25.895,30,153,0.5
SAI,91.052,30.556,34.672,25.824,30,154,0.5
SAI,91.362,30.529,34.996,25.837,30,155,0.5
SAI,91.501,30.65,35.041,25.81,30,156,0.5
SAI,91.348,30.513,35.07,25.765,30,157,0.5
SAI,91.523,30.635,35.102,25.786,30,158,0.5
SAI,91.392,30.722,34.88,25.79,30,159,0.5
SAI,91.415,30.516,35.18,25.719,30,160,0.5
SAI,91.546,30.318,35.095,26.133,30,161,0.5
SAI,91.039,30.511,34.806,25.722,30,162,0.5
SAI,91.363,30.554,35.048,25.761,30,163,0.5
SAI,91.567,30.472,35.245,25.85,30,164,0.5
SAI,91.325,30.429,35.075,25.821,30,165,0.5
SAI,90.928,30.417,34.86,25.651,30,166,0.5
SAI,91.062,30.624,34.782,25.656,30,167,0.5
SAI,91.1,30.573,34.833,25.694,30,168,0.5
RUS,94.395,32.558,35.728,26.109,30,111,0.5
RUS,94.095,32.323,35.748,26.024,30,112,0.5
RUS,94.125,32.253,35.803,26.069,30,113,0.5
RUS,93.932,31.895,36.05,25.987,30,114,0.5
RUS,93.636,31.791,35.82,26.025,30,115,0.5
RUS,93.936,31.869,35.849,26.218,30,116,0.5
RUS,93.819,32.047,35.887,25.885,30,117,0.5
RUS,94.359,32.498,35.771,26.09,30,118,0.5
RUS,94.785,32.439,36.205,26.141,30,119,0.5
RUS,94.805,32.62,36.151,26.034,30,120,0.5
RUS,94.392,32.489,35.757,26.146,30,121,0.5
RUS,94.041,31.992,35.903,26.146,30,122,0.5
RUS,93.593,31.761,35.753,26.079,30,123,0.5
RUS,93.389,31.672,35.671,26.046,30,124,0.5
RUS,93.423,31.716,35.657,26.05,30,125,0.5
RUS,93.607,31.649,35.705,26.253,30,126,0.5
RUS,93.705,31.733,35.838,26.134,30,127,0.5
RUS,93.562,31.706,35.794,26.062,30,128,0.5
RUS,93.811,31.848,35.841,26.122,30,129,0.5
RUS,93.713,31.685,35.89,26.138,30,130,0.5
RUS,93.326,31.608,35.718,26.0,30,131,0.5
RUS,108.602,43.857,38.694,26.051,30,132,0.5
RUS,98.07,31.464,35.701,30.905,30,133,0.5
RUS,107.438,46.478,35.169,25.791,30,134,0.5
RUS,92.358,31.162,35.286,25.91,30,135,0.5
RUS,92.595,31.33,35.282,25.983,30,136,0.5
RUS,109.281,31.282,42.075,35.924,30,137,0.5
RUS,127.473,45.12,47.357,34.996,30,138,0.5
RUS,119.428,46.793,43.212,29.423,30,139,0.5
RUS,106.613,40.037,38.373,28.203,30,140,0.5
RUS,136.684,48.034,55.808,32.842,30,141,0.5
RUS,94.455,32.419,36.066,25.97,30,142,0.5
RUS,92.762,31.534,35.531,25.697,30,143,0.5
RUS,92.277,31.24,35.286,25.751,30,144,0.5
RUS,92.345,31.262,35.308,25.775,30,145,0.5
RUS,92.275,31.312,35.166,25.797,30,146,0.5
RUS,92.291,31.124,35.339,25.828,30,147,0.5
RUS,92.248,31.101,35.319,25.828,30,148,0.5
RUS,92.277,31.085,35.386,25.806,30,149,0.5
RUS,92.648,31.283,35.514,25.851,30,150,0.5
RUS,92.167,31.105,35.202,25.86,30,151,0.5
RUS,91.921,30.917,35.208,25.796,30,152,0.5
RUS,93.698,30.996,35.169,27.533,30,153,0.5
RUS,92.131,31.004,35.27,25.857,30,154,0.5
RUS,92.304,31.005,35.384,25.915,30,155,0.5
RUS,92.198,31.075,35.327,25.796,30,156,0.5
RUS,92.175,30.996,35.298,25.881,30,157,0.5
RUS,92.12,30.795,35.55,25.775,30,158,0.5
RUS,92.438,30.77,35.535,26.133,30,159,0.5
RUS,92.053,30.743,35.438,25.872,30,160,0.5
RUS,92.185,30.925,35.391,25.869,30,161,0.5
RUS,93.394,30.946,36.496,25.952,30,162,0.5
RUS,92.537,30.907,35.605,26.025,30,163,0.5
RUS,92.03,30.723,35.397,25.91,30,164,0.5
RUS,92.379,30.804,35.509,26.066,30,165,0.5
RUS,92.739,30.984,35.698,26.057,30,166,0.5
BOT,95.803,32.961,36.51,26.332,30,110,0.5
BOT,94.634,32.69,35.905,26.039,30,111,0.5
BOT,94.397,32.358,36.041,25.998,30,112,0.5
BOT,93.828,32.038,35.828,25.962,30,113,0.5
BOT,94.373,32.365,35.942,26.066,30,114,0.5
BOT,94.395,32.286,35.897,26.212,30,115,0.5
BOT,94.754,32.385,36.057,26.312,30,116,0.5
BOT,94.597,32.448,35.905,26.244,30,117,0.5
BOT,94.726,32.429,36.014,26.283,30,118,0.5
BOT,99.656,32.257,36.122,31.277,30,119,0.5
BOT,109.559,47.772,35.654,26.133,30,120,0.5
BOT,93.803,31.689,35.96,26.154,30,121,0.5
BOT,93.594,31.642,35.777,26.175,30,122,0.5
BOT,93.615,31.776,35.683,26.156,30,123,0.5
BOT,93.896,31.819,35.899,26.178,30,124,0.5
BOT,93.65,31.551,35.812,26.287,30,125,0.5
BOT,94.056,31.946,35.876,26.234,30,126,0.5
BOT,93.757,31.762,35.883,26.112,30,127,0.5
BOT,94.152,31.754,36.095,26.303,30,128,0.5
BOT,94.199,31.756,36.262,26.181,30,129,0.5
BOT,105.281,31.849,38.297,35.135,30,130,0.5
BOT,96.788,34.411,36.033,26.344,30,131,0.5
BOT,93.747,31.842,35.75,26.155,30,132,0.5
BOT,93.4,31.504,35.731,26.165,30,133,0.5
BOT,93.786,31.771,35.843,26.172,30,134,0.5
BOT,93.561,31.646,35.783,26.132,30,135,0.5
BOT,117.663,32.563,48.519,36.581,30,136,0.5
BOT,130.736,43.424,47.662,39.65,30,137,0.5
BOT,119.415,54.472,37.204,27.739,30,138,0.5
BOT,102.586,34.021,37.603,30.962,30,139,0.5
BOT,121.903,37.418,56.598,27.887,30,140,0.5
BOT,93.009,31.456,35.516,26.037,30,141,0.5
BOT,93.392,31.762,35.739,25.891,30,142,0.5
BOT,92.922,31.414,35.549,25.959,30,143,0.5
BOT,93.229,31.805,35.529,25.895,30,144,0.5
BOT,92.95,31.685,35.438,25.827,30,145,0.5
BOT,93.007,31.608,35.504,25.895,30,146,0.5
BOT,93.012,31.556,35.503,25.953,30,147,0.5
BOT,93.527,32.107,35.603,25.817,30,148,0.5
BOT,93.044,31.377,35.636,26.031,30,149,0.5
BOT,92.858,31.359,35.548,25.951,30,150,0.5
BOT,92.748,31.351,35.536,25.861,30,151,0.5
BOT,92.947,31.39,35.636,25.921,30,152,0.5
BOT,93.026,31.481,35.69,25.855,30,153,0.5
BOT,92.908,31.526,35.478,25.904,30,154,0.5
BOT,92.888,31.316,35.658,25.914,30,155,0.5
BOT,93.421,31.401,36.349,25.671,30,156,0.5
BOT,93.186,31.648,35.619,25.919,30,157,0.5
BOT,92.46,31.158,35.369,25.933,30,158,0.5
BOT,92.666,31.268,35.468,25.93,30,159,0.5
BOT,92.605,31.41,35.542,25.653,30,160,0.5
BOT,92.853,31.584,35.488,25.781,30,161,0.5
BOT,92.326,31.247,35.276,25.803,30,162,0.5
BOT,92.098,31.325,35.176,25.597,30,163,0.5
BOT,92.437,31.181,35.497,25.759,30,164,0.5
BOT,92.619,31.371,35.641,25.607,30,165,0.5
PIA,92.827,31.39,35.45,25.987,30,113,0.5
PIA,93.063,31.681,35.488,25.894,30,114,0.5
PIA,93.119,31.769,35.564,25.786,30,115,0.5
PIA,93.321,31.562,35.549,26.21,30,116,0.5
PIA,92.878,31.305,35.473,26.1,30,117,0.5
PIA,93.355,31.58,35.566,26.209,30,118,0.5
PIA,93.067,31.606,35.402,26.059,30,119,0.5
PIA,93.092,31.727,35.312,26.053,30,120,0.5
PIA,93.592,31.799,35.626,26.167,30,121,0.5
PIA,93.262,31.478,35.619,26.165,30,122,0.5
PIA,93.083,31.522,35.448,26.113,30,123,0.5
PIA,93.162,31.56,35.52,26.082,30,124,0.5
PIA,93.183,31.586,35.508,26.089,30,125,0.5
PIA,92.767,31.299,35.349,26.119,30,126,0.5
PIA,92.785,31.448,35.317,26.02,30,127,0.5
PIA,93.084,31.562,35.451,26.071,30,128,0.5
PIA,92.975,31.345,35.499,26.131,30,129,0.5
PIA,93.109,31.472,35.525,26.112,30,130,0.5
PIA,92.63,31.173,35.433,26.024,30,131,0.5
PIA,92.93,31.343,35.538,26.049,30,132,0.5
PIA,92.716,31.397,35.265,26.054,30,133,0.5
PIA,107.104,35.28,45.686,26.138,30,134,0.5
PIA,92.455,31.012,35.326,26.117,30,135,0.5
PIA,92.453,31.003,35.415,26.035,30,136,0.5
PIA,92.656,31.202,35.409,26.045,30,137,0.5
PIA,97.602,31.089,35.412,31.101,30,138,0.5
PIA,115.479,45.644,34.902,34.933,30,139,0.5
PIA,142.836,46.298,55.356,41.182,30,140,0.5
PIA,125.882,57.922,39.53,28.43,30,141,0.5
PIA,102.757,35.715,38.39,28.652,30,142,0.5
PIA,93.248,32.05,35.42,25.778,30,143,0.5
PIA,92.143,31.261,35.147,25.735,30,144,0.5
PIA,91.372,30.689,34.94,25.743,30,145,0.5
PIA,92.202,30.955,35.397,25.85,30,146,0.5
PIA,92.035,31.251,34.993,25.791,30,147,0.5
PIA,91.673,30.798,35.011,25.864,30,148,0.5
PIA,92.617,30.88,35.172,26.565,30,149,0.5
PIA,100.795,32.94,36.587,31.268,30,150,0.5
PIA,113.723,53.185,34.726,25.812,30,151,0.5
PIA,90.643,30.354,34.628,25.661,30,152,0.5
PIA,90.634,30.384,34.629,25.621,30,153,0.5
PIA,90.752,30.437,34.61,25.705,30,154,0.5
PIA,91.286,30.569,35.073,25.644,30,155,0.5
PIA,91.08,30.723,34.939,25.418,30,156,0.5
PIA,91.641,30.834,35.155,25.652,30,157,0.5
PIA,91.828,31.156,34.993,25.679,30,158,0.5
PIA,91.95,30.913,35.464,25.573,30,159,0.5
PIA,92.375,31.33,35.35,25.695,30,160,0.5
PIA,92.849,31.961,35.313,25.575,30,161,0.5
PIA,93.862,32.577,35.66,25.625,30,162,0.5
PIA,92.61,31.675,35.281,25.654,30,163,0.5
PIA,91.932,31.311,35.21,25.411,30,164,0.5
PIA,91.665,30.878,35.143,25.644,30,165,0.5
PIA,92.054,31.051,35.296,25.707,30,166,0.5
PIA,92.15,31.193,35.351,25.606,30,167,0.5
