Driver,LapTime,Sector1Time,Sector2Time,Sector3Time,temperature,season_points,wet_performance_factor
VER,84.099,29.623,18.375,36.101,30,0,0.5
VER,83.115,28.793,18.573,35.749,30,1,0.5
GAS,84.649,29.905,18.241,36.503,30,0,0.5
GAS,83.851,29.379,18.148,36.324,30,1,0.5
GAS,83.7,29.05,18.116,36.534,30,2,0.5
GAS,84.526,29.693,17.983,36.85,30,3,0.5
GAS,83.912,29.368,18.107,36.437,30,4,0.5
GAS,83.445,29.068,18.122,36.255,30,5,0.5
GAS,83.879,29.38,18.109,36.39,30,6,0.5
GAS,83.829,29.349,18.235,36.245,30,7,0.5
GAS,83.856,29.318,18.15,36.388,30,8,0.5
GAS,85.397,29.402,18.252,37.743,30,9,0.5
GAS,84.625,29.816,18.154,36.655,30,10,0.5
GAS,84.049,29.379,18.093,36.577,30,11,0.5
GAS,84.104,29.43,18.09,36.584,30,12,0.5
GAS,84.1,29.378,18.207,36.515,30,13,0.5
GAS,85.367,29.942,18.256,37.169,30,14,0.5
GAS,117.788,30.269,25.888,61.631,30,15,0.5
GAS,89.888,35.202,18.398,36.288,30,16,0.5
GAS,83.922,29.141,18.401,36.38,30,17,0.5
GAS,83.662,29.06,18.369,36.233,30,18,0.5
GAS,83.241,28.904,18.274,36.063,30,19,0.5
GAS,83.045,28.793,18.236,36.016,30,20,0.5
GAS,82.929,28.898,18.198,35.833,30,21,0.5
GAS,83.001,28.729,18.222,36.05,30,22,0.5
GAS,82.933,28.803,18.241,35.889,30,23,0.5
GAS,83.015,28.851,18.346,35.818,30,24,0.5
GAS,82.904,28.749,18.186,35.969,30,25,0.5
GAS,82.674,28.974,17.953,35.747,30,26,0.5
GAS,82.708,28.988,17.968,35.752,30,27,0.5
GAS,82.99,28.857,17.993,36.14,30,28,0.5
GAS,82.727,28.855,17.99,35.882,30,29,0.5
GAS,83.245,28.996,18.019,36.23,30,30,0.5
GAS,83.215,28.788,17.98,36.447,30,31,0.5
GAS,83.036,28.986,18.083,35.967,30,32,0.5
GAS,83.225,28.898,17.957,36.37,30,33,0.5
GAS,82.84,28.631,18.346,35.863,30,34,0.5
GAS,83.326,28.965,18.388,35.973,30,35,0.5
GAS,85.109,30.199,18.344,36.566,30,36,0.5
GAS,83.016,28.723,18.282,36.011,30,37,0.5
GAS,85.02,28.917,18.214,37.889,30,38,0.5
GAS,104.594,31.987,20.379,52.228,30,39,0.5
GAS,88.171,34.671,18.274,35.226,30,40,0.5
GAS,84.419,28.467,19.217,36.735,30,41,0.5
GAS,81.447,28.348,18.045,35.054,30,42,0.5
GAS,82.079,29.395,17.816,34.868,30,43,0.5
GAS,81.22,28.209,18.001,35.01,30,44,0.5
GAS,81.275,28.128,17.982,35.165,30,45,0.5
GAS,81.211,28.32,17.977,34.914,30,46,0.5
GAS,81.34,28.468,17.975,34.897,30,47,0.5
GAS,81.222,28.249,18.088,34.885,30,48,0.5
GAS,81.09,28.224,18.052,34.814,30,49,0.5
GAS,81.161,28.228,18.036,34.897,30,50,0.5
GAS,81.324,28.293,18.046,34.985,30,51,0.5
GAS,83.034,29.613,18.361,35.06,30,52,0.5
GAS,81.427,28.115,18.119,35.193,30,53,0.5
GAS,86.911,28.394,18.123,40.394,30,54,0.5
GAS,120.819,48.81,34.206,37.803,30,55,0.5
PER,83.381,29.37,17.903,36.108,30,0,0.5
PER,83.165,29.005,17.939,36.221,30,1,0.5
PER,83.398,28.848,18.02,36.53,30,2,0.5
PER,83.364,28.964,17.747,36.653,30,3,0.5
PER,83.024,28.808,17.868,36.348,30,4,0.5
PER,82.804,28.962,17.896,35.946,30,5,0.5
PER,83.048,28.744,17.746,36.558,30,6,0.5
PER,82.97,28.758,18.147,36.065,30,7,0.5
PER,82.68,28.928,18.188,35.564,30,8,0.5
PER,82.921,29.025,18.117,35.779,30,9,0.5
PER,83.704,29.511,18.198,35.995,30,10,0.5
PER,83.664,29.259,18.263,36.142,30,11,0.5
PER,98.693,29.415,18.259,51.019,30,12,0.5
PER,87.909,34.38,18.04,35.489,30,13,0.5
PER,84.122,28.669,17.803,37.65,30,14,0.5
PER,103.836,29.895,28.248,45.693,30,15,0.5
PER,84.269,31.212,17.742,35.315,30,16,0.5
PER,81.84,28.441,17.929,35.47,30,17,0.5
PER,81.711,28.353,17.751,35.607,30,18,0.5
PER,82.051,28.506,17.651,35.894,30,19,0.5
PER,81.869,28.59,17.918,35.361,30,20,0.5
PER,81.849,28.617,18.014,35.218,30,21,0.5
PER,81.527,28.583,17.881,35.063,30,22,0.5
PER,81.495,28.513,17.809,35.173,30,23,0.5
PER,82.246,28.587,17.932,35.727,30,24,0.5
PER,81.557,28.521,17.6,35.436,30,25,0.5
PER,82.152,28.742,18.141,35.269,30,26,0.5
PER,82.126,28.645,18.042,35.439,30,27,0.5
PER,82.18,28.599,17.955,35.626,30,28,0.5
PER,82.359,28.718,18.013,35.628,30,29,0.5
PER,82.441,28.807,18.016,35.618,30,30,0.5
PER,82.566,28.869,18.127,35.57,30,31,0.5
PER,82.962,28.911,18.114,35.937,30,32,0.5
PER,99.44,31.486,18.229,49.725,30,33,0.5
PER,87.672,34.252,18.108,35.312,30,34,0.5
PER,81.218,28.323,17.862,35.033,30,35,0.5
PER,81.245,28.319,18.045,34.881,30,36,0.5
PER,81.448,28.423,17.834,35.191,30,37,0.5
PER,81.045,28.4,17.836,34.809,30,38,0.5
PER,80.998,28.268,17.817,34.913,30,39,0.5
PER,81.35,28.442,17.795,35.113,30,40,0.5
PER,80.798,28.267,17.739,34.792,30,41,0.5
PER,80.706,28.222,17.702,34.782,30,42,0.5
PER,80.769,28.262,17.736,34.771,30,43,0.5
PER,80.428,28.204,17.718,34.506,30,44,0.5
PER,80.388,28.091,17.734,34.563,30,45,0.5
PER,80.836,28.191,17.724,34.921,30,46,0.5
PER,80.76,28.14,17.803,34.817,30,47,0.5
PER,80.871,28.244,17.792,34.835,30,48,0.5
PER,81.038,28.284,17.866,34.888,30,49,0.5
PER,81.15,28.38,17.743,35.027,30,50,0.5
PER,81.544,28.466,17.814,35.264,30,51,0.5
PER,81.63,28.537,17.969,35.124,30,52,0.5
PER,81.616,28.522,17.986,35.108,30,53,0.5
PER,81.849,28.564,17.943,35.342,30,54,0.5
PER,90.3,28.769,17.883,43.648,30,55,0.5
PER,121.742,42.725,40.289,38.728,30,56,0.5
ALO,84.284,29.59,18.419,36.275,30,0,0.5
ALO,82.978,28.865,18.223,35.89,30,1,0.5
ALO,83.742,29.019,18.082,36.641,30,2,0.5
ALO,83.294,28.967,18.355,35.972,30,3,0.5
ALO,83.196,29.13,18.13,35.936,30,4,0.5
ALO,82.795,28.901,18.077,35.817,30,5,0.5
ALO,82.769,28.605,18.317,35.847,30,6,0.5
ALO,83.345,29.058,18.168,36.119,30,7,0.5
ALO,82.608,28.563,18.363,35.682,30,8,0.5
ALO,82.939,28.895,18.338,35.706,30,9,0.5
ALO,82.904,28.712,18.34,35.852,30,10,0.5
ALO,83.187,28.986,18.324,35.877,30,11,0.5
ALO,83.455,29.2,18.278,35.977,30,12,0.5
ALO,83.138,28.907,18.401,35.83,30,13,0.5
ALO,83.239,29.002,18.45,35.787,30,14,0.5
ALO,108.609,30.028,18.457,60.124,30,15,0.5
ALO,90.723,36.412,18.223,36.088,30,16,0.5
ALO,82.928,28.883,18.355,35.69,30,17,0.5
ALO,82.831,28.729,18.285,35.817,30,18,0.5
ALO,82.704,28.737,18.277,35.69,30,19,0.5
ALO,82.478,28.735,18.288,35.455,30,20,0.5
ALO,82.441,28.625,18.197,35.619,30,21,0.5
ALO,82.287,28.695,18.171,35.421,30,22,0.5
ALO,82.708,28.728,18.219,35.761,30,23,0.5
ALO,82.988,28.899,18.353,35.736,30,24,0.5
ALO,83.257,28.79,18.31,36.157,30,25,0.5
ALO,82.259,28.746,17.966,35.547,30,26,0.5
ALO,81.98,28.578,18.02,35.382,30,27,0.5
ALO,82.175,28.685,17.887,35.603,30,28,0.5
ALO,82.355,28.794,17.957,35.604,30,29,0.5
ALO,82.491,28.885,17.888,35.718,30,30,0.5
ALO,82.649,28.882,18.031,35.736,30,31,0.5
ALO,82.918,28.788,18.042,36.088,30,32,0.5
ALO,85.73,31.068,18.302,36.36,30,33,0.5
ALO,82.714,28.579,18.254,35.881,30,34,0.5
ALO,82.862,28.779,18.217,35.866,30,35,0.5
ALO,82.566,28.719,18.232,35.615,30,36,0.5
ALO,82.772,28.724,18.187,35.861,30,37,0.5
ALO,82.714,28.768,18.18,35.766,30,38,0.5
ALO,98.988,28.767,18.183,52.038,30,39,0.5
ALO,87.347,33.772,18.354,35.221,30,40,0.5
ALO,81.724,28.361,18.176,35.187,30,41,0.5
ALO,81.394,28.28,18.16,34.954,30,42,0.5
ALO,81.454,28.352,18.08,35.022,30,43,0.5
ALO,81.344,28.221,18.17,34.953,30,44,0.5
ALO,81.183,28.291,18.101,34.791,30,45,0.5
ALO,81.347,28.288,18.181,34.878,30,46,0.5
ALO,81.122,28.266,18.051,34.805,30,47,0.5
ALO,80.736,28.053,18.004,34.679,30,48,0.5
ALO,80.938,28.169,18.104,34.665,30,49,0.5
ALO,80.493,27.981,18.004,34.508,30,50,0.5
ALO,80.867,28.122,18.029,34.716,30,51,0.5
ALO,81.035,28.123,18.064,34.848,30,52,0.5
ALO,80.952,28.152,18.067,34.733,30,53,0.5
ALO,80.752,27.909,17.991,34.852,30,54,0.5
ALO,95.183,27.994,18.82,48.369,30,55,0.5
ALO,128.461,40.972,38.589,48.9,30,56,0.5
LEC,83.014,28.731,17.982,36.301,30,0,0.5
LEC,82.776,28.753,17.912,36.111,30,1,0.5
LEC,82.519,28.753,18.015,35.751,30,2,0.5
LEC,82.632,28.895,17.93,35.807,30,3,0.5
LEC,82.673,28.817,17.824,36.032,30,4,0.5
LEC,82.684,28.963,17.949,35.772,30,5,0.5
LEC,82.983,28.769,17.823,36.391,30,6,0.5
LEC,96.036,28.769,17.994,49.273,30,7,0.5
LEC,87.861,33.912,18.358,35.591,30,8,0.5
LEC,82.647,28.9,18.018,35.729,30,9,0.5
LEC,81.841,28.454,18.244,35.143,30,10,0.5
LEC,82.222,28.716,18.198,35.308,30,11,0.5
LEC,81.952,28.647,18.127,35.178,30,12,0.5
LEC,81.735,28.447,18.202,35.086,30,13,0.5
LEC,82.247,28.598,18.349,35.3,30,14,0.5
LEC,97.435,28.508,18.084,50.843,30,15,0.5
LEC,88.896,35.361,18.174,35.361,30,16,0.5
LEC,81.881,28.197,18.205,35.479,30,17,0.5
LEC,81.885,28.409,18.11,35.366,30,18,0.5
LEC,82.058,28.477,18.114,35.467,30,19,0.5
LEC,81.722,28.368,18.072,35.282,30,20,0.5
LEC,81.932,28.419,18.062,35.451,30,21,0.5
LEC,81.852,28.455,18.042,35.355,30,22,0.5
LEC,81.951,28.587,18.078,35.286,30,23,0.5
LEC,82.042,28.596,18.091,35.355,30,24,0.5
LEC,81.822,28.59,18.059,35.173,30,25,0.5
LEC,81.969,28.496,18.164,35.309,30,26,0.5
LEC,82.433,28.845,18.259,35.329,30,27,0.5
LEC,82.284,28.708,18.276,35.3,30,28,0.5
LEC,81.996,28.587,18.184,35.225,30,29,0.5
LEC,81.841,28.706,18.13,35.005,30,30,0.5
LEC,82.022,28.743,18.172,35.107,30,31,0.5
LEC,95.962,28.835,18.205,48.922,30,32,0.5
LEC,87.951,34.283,18.437,35.231,30,33,0.5
LEC,81.942,28.493,18.231,35.218,30,34,0.5
LEC,80.688,28.238,18.085,34.365,30,35,0.5
LEC,80.949,28.1,17.966,34.883,30,36,0.5
LEC,80.909,28.184,17.887,34.838,30,37,0.5
LEC,80.953,28.187,17.895,34.871,30,38,0.5
LEC,80.675,28.107,17.871,34.697,30,39,0.5
LEC,80.849,28.366,17.866,34.617,30,40,0.5
LEC,80.853,28.089,17.823,34.941,30,41,0.5
LEC,80.56,28.069,17.861,34.63,30,42,0.5
LEC,80.408,28.11,17.8,34.498,30,43,0.5
LEC,80.76,28.049,18.096,34.615,30,44,0.5
LEC,79.999,27.807,17.791,34.401,30,45,0.5
LEC,80.349,28.125,17.844,34.38,30,46,0.5
LEC,80.144,27.919,17.844,34.381,30,47,0.5
LEC,79.925,27.895,17.77,34.26,30,48,0.5
LEC,80.215,27.948,17.857,34.41,30,49,0.5
LEC,80.331,27.976,17.865,34.49,30,50,0.5
LEC,80.463,28.073,17.852,34.538,30,51,0.5
LEC,80.32,28.019,17.81,34.491,30,52,0.5
LEC,80.962,28.437,17.832,34.693,30,53,0.5
LEC,79.813,28.044,17.572,34.197,30,54,0.5
LEC,80.871,28.062,17.781,35.028,30,55,0.5
LEC,109.995,36.732,29.762,43.501,30,56,0.5
STR,83.551,29.507,18.117,35.927,30,0,0.5
STR,83.196,29.015,18.169,36.012,30,1,0.5
STR,83.454,28.949,18.13,36.375,30,2,0.5
STR,83.337,28.941,18.062,36.334,30,3,0.5
STR,83.027,28.902,18.106,36.019,30,4,0.5
STR,83.019,28.945,18.021,36.053,30,5,0.5
STR,97.362,28.791,18.042,50.529,30,6,0.5
STR,87.945,34.017,18.371,35.557,30,7,0.5
STR,82.883,28.763,18.299,35.821,30,8,0.5
STR,82.718,28.755,18.212,35.751,30,9,0.5
STR,83.063,28.858,18.308,35.897,30,10,0.5
STR,83.322,28.92,18.278,36.124,30,11,0.5
STR,83.106,28.867,18.238,36.001,30,12,0.5
STR,83.45,29.221,18.357,35.872,30,13,0.5
STR,84.65,29.194,17.98,37.476,30,14,0.5
STR,103.269,29.212,25.841,48.216,30,15,0.5
STR,86.001,31.146,18.269,36.586,30,16,0.5
STR,83.105,28.71,18.244,36.151,30,17,0.5
STR,82.922,28.668,18.233,36.021,30,18,0.5
STR,82.628,28.674,18.202,35.752,30,19,0.5
STR,82.905,28.641,18.185,36.079,30,20,0.5
STR,82.861,28.795,18.236,35.83,30,21,0.5
STR,82.852,28.715,18.159,35.978,30,22,0.5
STR,82.941,28.821,18.203,35.917,30,23,0.5
STR,83.294,28.858,18.27,36.166,30,24,0.5
STR,83.192,28.78,18.21,36.202,30,25,0.5
STR,83.059,28.871,18.249,35.939,30,26,0.5
STR,83.135,28.955,18.347,35.833,30,27,0.5
STR,83.124,28.875,18.298,35.951,30,28,0.5
STR,83.521,29.11,18.331,36.08,30,29,0.5
STR,83.157,28.921,18.262,35.974,30,30,0.5
STR,83.266,29.001,18.354,35.911,30,31,0.5
STR,83.114,28.986,18.288,35.84,30,32,0.5
STR,83.398,29.054,18.316,36.028,30,33,0.5
STR,83.207,29.035,18.282,35.89,30,34,0.5
STR,97.526,28.958,18.264,50.304,30,35,0.5
STR,87.847,34.155,18.064,35.628,30,36,0.5
STR,82.042,28.498,18.275,35.269,30,37,0.5
STR,82.1,28.665,18.23,35.205,30,38,0.5
STR,82.244,28.417,18.198,35.629,30,39,0.5
STR,81.829,28.383,18.2,35.246,30,40,0.5
STR,81.722,28.38,18.055,35.287,30,41,0.5
STR,81.992,28.476,18.074,35.442,30,42,0.5
STR,81.603,28.27,18.094,35.239,30,43,0.5
STR,81.431,28.26,18.093,35.078,30,44,0.5
STR,81.014,28.162,18.105,34.747,30,45,0.5
STR,81.109,28.185,18.076,34.848,30,46,0.5
STR,80.93,28.058,18.072,34.8,30,47,0.5
STR,80.991,28.152,18.077,34.762,30,48,0.5
STR,81.121,28.174,18.099,34.848,30,49,0.5
STR,81.213,28.234,18.166,34.813,30,50,0.5
STR,81.063,28.121,18.093,34.849,30,51,0.5
STR,81.13,28.029,18.135,34.966,30,52,0.5
STR,81.272,28.135,18.219,34.918,30,53,0.5
STR,81.233,28.132,18.185,34.916,30,54,0.5
STR,103.017,28.051,28.096,46.87,30,55,0.5
STR,119.767,42.296,31.967,45.504,30,56,0.5
MAG,84.248,29.856,18.052,36.34,30,0,0.5
MAG,83.565,29.255,18.095,36.215,30,1,0.5
MAG,83.529,29.068,18.018,36.443,30,2,0.5
MAG,83.961,29.446,18.061,36.454,30,3,0.5
MAG,83.954,29.211,18.296,36.447,30,4,0.5
MAG,97.945,29.198,18.137,50.61,30,5,0.5
MAG,89.979,35.149,18.717,36.113,30,6,0.5
MAG,83.662,29.317,18.413,35.932,30,7,0.5
MAG,83.671,29.145,17.985,36.541,30,8,0.5
MAG,83.322,29.073,18.025,36.224,30,9,0.5
MAG,83.11,29.117,17.971,36.022,30,10,0.5
MAG,83.063,28.848,18.03,36.185,30,11,0.5
MAG,82.905,28.975,17.955,35.975,30,12,0.5
MAG,83.668,29.093,18.303,36.272,30,13,0.5
MAG,83.561,29.073,18.228,36.26,30,14,0.5
MAG,104.876,33.983,24.021,46.872,30,15,0.5
MAG,83.125,29.28,18.21,35.635,30,16,0.5
MAG,82.848,28.691,18.204,35.953,30,17,0.5
MAG,82.809,28.859,18.147,35.803,30,18,0.5
MAG,82.86,28.817,18.149,35.894,30,19,0.5
MAG,83.315,28.881,18.063,36.371,30,20,0.5
MAG,84.285,29.063,18.199,37.023,30,21,0.5
MAG,83.33,28.96,18.161,36.209,30,22,0.5
MAG,83.502,29.113,18.175,36.214,30,23,0.5
MAG,83.485,29.057,18.279,36.149,30,24,0.5
MAG,83.525,29.057,18.167,36.301,30,25,0.5
MAG,83.467,28.881,18.441,36.145,30,26,0.5
MAG,83.456,28.996,18.266,36.194,30,27,0.5
MAG,83.407,29.082,18.187,36.138,30,28,0.5
MAG,83.216,29.001,18.254,35.961,30,29,0.5
MAG,83.396,29.113,18.248,36.035,30,30,0.5
MAG,97.802,29.137,18.406,50.259,30,31,0.5
MAG,88.539,34.484,18.512,35.543,30,32,0.5
MAG,82.34,28.467,18.179,35.694,30,33,0.5
MAG,82.109,28.474,18.015,35.62,30,34,0.5
MAG,82.261,28.64,18.008,35.613,30,35,0.5
MAG,82.085,28.649,17.979,35.457,30,36,0.5
MAG,81.845,28.582,17.962,35.301,30,37,0.5
MAG,81.771,28.346,18.034,35.391,30,38,0.5
MAG,83.189,29.007,18.687,35.495,30,39,0.5
MAG,81.914,28.45,17.579,35.885,30,40,0.5
MAG,82.053,28.314,17.657,36.082,30,41,0.5
MAG,81.082,28.418,17.488,35.176,30,42,0.5
MAG,81.637,28.428,18.032,35.177,30,43,0.5
MAG,81.463,28.385,17.994,35.084,30,44,0.5
MAG,81.538,28.307,17.952,35.279,30,45,0.5
MAG,81.67,28.41,17.98,35.28,30,46,0.5
MAG,81.386,28.312,17.874,35.2,30,47,0.5
MAG,81.666,28.432,18.004,35.23,30,48,0.5
MAG,81.42,28.391,17.891,35.138,30,49,0.5
MAG,81.631,28.441,18.011,35.179,30,50,0.5
MAG,81.663,28.371,17.973,35.319,30,51,0.5
MAG,85.255,28.606,18.056,38.593,30,52,0.5
MAG,84.951,29.244,18.362,37.345,30,53,0.5
MAG,83.198,28.619,18.156,36.423,30,54,0.5
MAG,111.944,38.574,29.849,43.521,30,55,0.5
TSU,83.807,29.709,18.016,36.082,30,0,0.5
TSU,83.203,29.009,18.089,36.105,30,1,0.5
TSU,83.434,29.05,18.104,36.28,30,2,0.5
TSU,83.31,29.072,18.048,36.19,30,3,0.5
TSU,83.445,29.026,18.115,36.304,30,4,0.5
TSU,82.864,28.848,17.947,36.069,30,5,0.5
TSU,83.381,28.869,18.224,36.288,30,6,0.5
TSU,98.21,29.13,18.328,50.752,30,7,0.5
TSU,89.892,35.218,18.534,36.14,30,8,0.5
TSU,82.898,28.912,18.29,35.696,30,9,0.5
TSU,82.799,28.776,18.268,35.755,30,10,0.5
TSU,83.032,28.72,18.212,36.1,30,11,0.5
TSU,82.823,28.795,18.235,35.793,30,12,0.5
TSU,83.336,29.078,18.251,36.007,30,13,0.5
TSU,83.252,28.921,18.224,36.107,30,14,0.5
TSU,103.577,29.124,29.75,44.703,30,15,0.5
TSU,84.892,30.803,18.123,35.966,30,16,0.5
TSU,82.994,28.9,18.234,35.86,30,17,0.5
TSU,83.048,28.775,18.134,36.139,30,18,0.5
TSU,82.968,28.808,18.25,35.91,30,19,0.5
TSU,82.673,28.789,18.167,35.717,30,20,0.5
TSU,82.953,28.884,18.167,35.902,30,21,0.5
TSU,83.026,28.864,18.186,35.976,30,22,0.5
TSU,83.001,28.961,18.23,35.81,30,23,0.5
TSU,83.302,28.853,18.222,36.227,30,24,0.5
TSU,83.248,29.0,18.22,36.028,30,25,0.5
TSU,83.075,28.872,18.218,35.985,30,26,0.5
TSU,83.498,29.078,18.314,36.106,30,27,0.5
TSU,83.382,28.979,18.32,36.083,30,28,0.5
TSU,83.367,29.068,18.3,35.999,30,29,0.5
TSU,83.39,29.119,18.318,35.953,30,30,0.5
TSU,83.226,29.053,18.274,35.899,30,31,0.5
TSU,83.323,29.019,18.339,35.965,30,32,0.5
TSU,83.289,29.056,18.349,35.884,30,33,0.5
TSU,97.156,29.164,18.289,49.703,30,34,0.5
TSU,89.144,35.017,18.451,35.676,30,35,0.5
TSU,81.924,28.555,18.135,35.234,30,36,0.5
TSU,82.247,28.595,18.154,35.498,30,37,0.5
TSU,83.218,28.834,17.732,36.652,30,38,0.5
TSU,81.764,28.515,18.091,35.158,30,39,0.5
TSU,81.784,28.437,18.099,35.248,30,40,0.5
TSU,81.928,28.484,18.093,35.351,30,41,0.5
TSU,81.824,28.49,18.101,35.233,30,42,0.5
TSU,81.696,28.467,18.092,35.137,30,43,0.5
TSU,81.134,28.246,18.038,34.85,30,44,0.5
TSU,81.254,28.261,18.02,34.973,30,45,0.5
TSU,81.174,28.276,18.014,34.884,30,46,0.5
TSU,81.303,28.282,18.017,35.004,30,47,0.5
TSU,81.285,28.3,18.041,34.944,30,48,0.5
TSU,81.568,28.22,18.095,35.253,30,49,0.5
TSU,81.647,28.445,18.095,35.107,30,50,0.5
TSU,81.553,28.27,18.125,35.158,30,51,0.5
TSU,81.716,28.338,18.148,35.23,30,52,0.5
TSU,81.677,28.368,18.132,35.177,30,53,0.5
TSU,81.812,28.53,18.148,35.134,30,54,0.5
TSU,104.371,29.129,34.19,41.052,30,55,0.5
TSU,114.042,40.168,30.479,43.395,30,56,0.5
ALB,84.536,30.021,18.135,36.38,30,0,0.5
ALB,83.606,29.307,18.047,36.252,30,1,0.5
ALB,83.438,29.061,18.076,36.301,30,2,0.5
ALB,83.916,29.328,18.079,36.509,30,3,0.5
ALB,97.861,29.299,18.127,50.435,30,4,0.5
ALB,88.447,34.494,18.518,35.435,30,5,0.5
ALB,83.72,29.377,18.444,35.899,30,6,0.5
ALB,83.645,29.274,18.408,35.963,30,7,0.5
ALB,83.852,29.78,18.253,35.819,30,8,0.5
ALB,83.254,29.091,18.333,35.83,30,9,0.5
ALB,82.767,29.045,18.159,35.563,30,10,0.5
ALB,83.183,28.991,18.198,35.994,30,11,0.5
ALB,82.978,29.004,18.19,35.784,30,12,0.5
ALB,83.027,28.888,18.215,35.924,30,13,0.5
ALB,82.963,28.847,18.121,35.995,30,14,0.5
ALB,104.306,30.905,26.541,46.86,30,15,0.5
ALB,84.344,30.085,18.383,35.876,30,16,0.5
ALB,83.022,28.826,18.266,35.93,30,17,0.5
ALB,82.607,28.717,18.161,35.729,30,18,0.5
ALB,83.066,28.956,18.216,35.894,30,19,0.5
ALB,83.301,28.925,18.219,36.157,30,20,0.5
ALB,83.198,28.917,18.205,36.076,30,21,0.5
ALB,83.513,28.97,18.28,36.263,30,22,0.5
ALB,83.671,29.201,18.328,36.142,30,23,0.5
ALB,83.525,29.159,18.247,36.119,30,24,0.5
ALB,97.44,29.197,18.247,49.996,30,25,0.5
ALB,89.209,34.96,18.403,35.846,30,26,0.5
ALB,82.792,28.879,18.372,35.541,30,27,0.5
ALB,82.898,28.864,18.254,35.78,30,28,0.5
ALB,82.949,28.883,18.264,35.802,30,29,0.5
ALB,82.901,28.71,18.292,35.899,30,30,0.5
ALB,83.188,28.963,18.242,35.983,30,31,0.5
ALB,83.061,28.857,18.208,35.996,30,32,0.5
ALB,83.135,28.982,18.222,35.931,30,33,0.5
ALB,84.486,29.749,18.001,36.736,30,34,0.5
ALB,82.918,29.079,18.177,35.662,30,35,0.5
ALB,82.154,28.612,18.068,35.474,30,36,0.5
ALB,82.011,28.529,18.079,35.403,30,37,0.5
ALB,81.74,28.341,17.928,35.471,30,38,0.5
ALB,83.574,29.684,18.583,35.307,30,39,0.5
ALB,81.73,28.438,17.99,35.302,30,40,0.5
ALB,82.292,28.355,17.984,35.953,30,41,0.5
ALB,82.499,28.359,17.953,36.187,30,42,0.5
ALB,81.907,28.459,17.961,35.487,30,43,0.5
ALB,81.618,28.449,17.918,35.251,30,44,0.5
ALB,81.845,28.443,17.962,35.44,30,45,0.5
ALB,81.927,28.571,17.994,35.362,30,46,0.5
ALB,81.918,28.461,17.94,35.517,30,47,0.5
ALB,82.219,28.659,18.048,35.512,30,48,0.5
ALB,82.319,28.736,18.093,35.49,30,49,0.5
ALB,82.184,28.514,18.049,35.621,30,50,0.5
ALB,82.399,28.743,18.071,35.585,30,51,0.5
ALB,84.131,28.682,18.173,37.276,30,52,0.5
ALB,82.312,28.597,18.128,35.587,30,53,0.5
ALB,84.19,30.327,18.173,35.69,30,54,0.5
ALB,110.408,38.388,29.361,42.659,30,55,0.5
ZHO,84.379,29.555,18.148,36.676,30,0,0.5
ZHO,83.912,29.466,18.314,36.132,30,1,0.5
ZHO,83.948,29.158,18.187,36.603,30,2,0.5
ZHO,84.161,29.236,18.04,36.885,30,3,0.5
ZHO,98.941,29.282,18.206,51.453,30,4,0.5
ZHO,91.168,35.188,18.742,37.238,30,5,0.5
ZHO,84.402,29.497,18.682,36.223,30,6,0.5
ZHO,83.624,29.129,18.477,36.018,30,7,0.5
ZHO,83.66,29.197,18.524,35.939,30,8,0.5
ZHO,83.447,29.027,18.488,35.932,30,9,0.5
ZHO,83.177,28.869,18.421,35.887,30,10,0.5
ZHO,83.471,29.107,18.41,35.954,30,11,0.5
ZHO,83.302,29.086,18.441,35.775,30,12,0.5
ZHO,83.329,29.07,18.426,35.833,30,13,0.5
ZHO,83.339,28.996,18.305,36.038,30,14,0.5
ZHO,104.914,34.287,25.469,45.158,30,15,0.5
ZHO,84.958,30.106,18.67,36.182,30,16,0.5
ZHO,83.537,29.184,18.441,35.912,30,17,0.5
ZHO,83.069,28.95,18.377,35.742,30,18,0.5
ZHO,83.473,29.095,18.409,35.969,30,19,0.5
ZHO,83.431,29.084,18.404,35.943,30,20,0.5
ZHO,83.264,28.997,18.387,35.88,30,21,0.5
ZHO,83.196,28.947,18.39,35.859,30,22,0.5
ZHO,83.031,29.065,18.3,35.666,30,23,0.5
ZHO,83.062,28.892,18.441,35.729,30,24,0.5
ZHO,83.097,28.839,18.349,35.909,30,25,0.5
ZHO,83.023,28.924,18.332,35.767,30,26,0.5
ZHO,82.602,28.809,18.249,35.544,30,27,0.5
ZHO,82.989,28.908,18.308,35.773,30,28,0.5
ZHO,82.826,28.813,18.357,35.656,30,29,0.5
ZHO,83.17,28.988,18.274,35.908,30,30,0.5
ZHO,83.246,28.848,18.365,36.033,30,31,0.5
ZHO,83.068,28.927,18.358,35.783,30,32,0.5
ZHO,116.595,28.943,18.355,69.297,30,33,0.5
ZHO,88.57,34.544,18.48,35.546,30,34,0.5
ZHO,82.598,28.596,18.262,35.74,30,35,0.5
ZHO,82.43,28.906,18.19,35.334,30,36,0.5
ZHO,82.008,28.476,18.181,35.351,30,37,0.5
ZHO,81.908,28.391,18.108,35.409,30,38,0.5
ZHO,83.999,28.641,18.957,36.401,30,39,0.5
ZHO,82.195,28.581,18.041,35.573,30,40,0.5
ZHO,83.827,30.079,18.142,35.606,30,41,0.5
ZHO,82.147,28.709,18.003,35.435,30,42,0.5
ZHO,81.609,28.403,18.006,35.2,30,43,0.5
ZHO,81.663,28.342,17.961,35.36,30,44,0.5
